supergroup1	WeinellEntry2195	sample66_0000001716_group1
supergroup4714	NA	NA
supergroup4715	NA	NA
supergroup4716	NA	NA
supergroup4717	NA	NA
supergroup4718	NA	NA
supergroup4719	NA	NA
supergroup4720	NA	NA
supergroup4721	NA	NA
supergroup4722	NA	NA
supergroup4723	NA	NA
supergroup4724	NA	NA
supergroup4725	NA	NA
supergroup4726	NA	NA
supergroup4727	NA	NA
supergroup4728	NA	NA
supergroup4729	NA	NA
supergroup4730	NA	NA
supergroup4731	NA	NA
supergroup4732	NA	NA
supergroup4733	NA	NA
supergroup4734	NA	NA
supergroup4735	NA	NA
supergroup4736	NA	NA
supergroup4737	NA	NA
supergroup4738	NA	NA
supergroup4739	NA	NA
supergroup4740	NA	NA
supergroup4741	NA	NA
supergroup4742	NA	NA
supergroup4743	NA	NA
supergroup4744	NA	NA
supergroup4745	NA	NA
supergroup4746	NA	NA
supergroup4747	NA	NA
supergroup4748	NA	NA
supergroup4749	NA	NA
supergroup4750	NA	NA
supergroup4751	NA	NA
supergroup4752	NA	NA
supergroup4753	NA	NA
supergroup4754	NA	NA
supergroup4755	NA	NA
supergroup4756	NA	NA
supergroup4757	NA	NA
supergroup4758	NA	NA
supergroup4759	NA	NA
supergroup4760	NA	NA
supergroup4761	NA	NA
supergroup4762	NA	NA
supergroup4763	NA	NA
supergroup4764	NA	NA
supergroup4765	NA	NA
supergroup4766	NA	NA
supergroup4767	NA	NA
supergroup4768	NA	NA
supergroup4769	NA	NA
supergroup4770	NA	NA
supergroup4771	NA	NA
supergroup4772	NA	NA
supergroup4773	NA	NA
supergroup4774	NA	NA
supergroup4775	NA	NA
supergroup4776	NA	NA
supergroup4777	NA	NA
supergroup4778	NA	NA
supergroup4779	NA	NA
supergroup4780	NA	NA
supergroup4781	NA	NA
supergroup4782	NA	NA
supergroup4783	NA	NA
supergroup4784	NA	NA
supergroup4785	NA	NA
supergroup4786	NA	NA
supergroup4787	WeinellEntry5686	sample66_0000003079_group4787
supergroup4788	NA	NA
supergroup4789	NA	NA
supergroup4790	NA	NA
supergroup4791	NA	NA
supergroup4792	NA	NA
supergroup4793	NA	NA
supergroup4794	NA	NA
supergroup4795	NA	NA
supergroup4796	NA	NA
supergroup4797	NA	NA
supergroup4798	NA	NA
supergroup4799	NA	NA
supergroup4800	NA	NA
supergroup4801	NA	NA
supergroup4802	NA	NA
supergroup4803	NA	NA
supergroup4804	NA	NA
supergroup4805	NA	NA
supergroup4806	NA	NA
supergroup4807	NA	NA
supergroup4808	NA	NA
supergroup4809	NA	NA
supergroup4810	NA	NA
supergroup4811	NA	NA
supergroup4812	NA	NA
supergroup4813	NA	NA
supergroup4814	NA	NA
supergroup4815	NA	NA
supergroup4816	NA	NA
supergroup4817	NA	NA
supergroup4818	NA	NA
supergroup4819	NA	NA
supergroup4820	NA	NA
supergroup4821	NA	NA
supergroup4822	NA	NA
supergroup4823	NA	NA
supergroup4824	NA	NA
supergroup4825	NA	NA
supergroup4826	NA	NA
supergroup4827	NA	NA
supergroup4828	NA	NA
supergroup4829	NA	NA
supergroup4830	NA	NA
supergroup4831	NA	NA
supergroup4832	NA	NA
supergroup4833	NA	NA
supergroup4834	NA	NA
supergroup4835	NA	NA
supergroup4836	NA	NA
supergroup4837	NA	NA
supergroup4838	NA	NA
supergroup4839	NA	NA
supergroup4840	NA	NA
supergroup4841	NA	NA
supergroup4842	NA	NA
supergroup4843	NA	NA
supergroup4844	NA	NA
supergroup4845	NA	NA
supergroup4846	NA	NA
supergroup4847	NA	NA
supergroup4848	NA	NA
supergroup4849	NA	NA
supergroup4850	NA	NA
supergroup4851	NA	NA
supergroup4852	NA	NA
supergroup4853	NA	NA
supergroup4854	NA	NA
supergroup4855	NA	NA
supergroup4856	NA	NA
supergroup4857	NA	NA
supergroup4858	NA	NA
supergroup4859	NA	NA
supergroup4860	NA	NA
supergroup4861	NA	NA
supergroup4862	NA	NA
supergroup4863	NA	NA
supergroup4864	NA	NA
supergroup4865	NA	NA
supergroup4866	NA	NA
supergroup4867	NA	NA
supergroup4868	NA	NA
supergroup4869	NA	NA
supergroup4870	NA	NA
supergroup4871	NA	NA
supergroup4872	NA	NA
supergroup4873	NA	NA
supergroup4874	NA	NA
supergroup4875	NA	NA
supergroup4876	NA	NA
supergroup4877	NA	NA
supergroup4878	NA	NA
supergroup4879	NA	NA
supergroup4880	NA	NA
supergroup4881	NA	NA
supergroup4882	NA	NA
supergroup4883	NA	NA
supergroup4884	NA	NA
supergroup4885	NA	NA
supergroup4886	NA	NA
supergroup4887	NA	NA
supergroup4888	NA	NA
supergroup4889	NA	NA
supergroup4890	NA	NA
supergroup4891	NA	NA
supergroup4892	NA	NA
supergroup4893	NA	NA
supergroup4894	NA	NA
supergroup4895	NA	NA
supergroup4896	WeinellEntry5380	sample66_0000002777_group4896
supergroup4897	NA	NA
supergroup4898	NA	NA
supergroup4899	NA	NA
supergroup4900	NA	NA
supergroup4901	NA	NA
supergroup4902	NA	NA
supergroup4903	NA	NA
supergroup4904	NA	NA
supergroup4905	NA	NA
supergroup4906	NA	NA
supergroup4907	NA	NA
supergroup4908	NA	NA
supergroup4909	NA	NA
supergroup4910	NA	NA
supergroup4911	NA	NA
supergroup4912	NA	NA
supergroup4913	NA	NA
supergroup4914	NA	NA
supergroup4915	NA	NA
supergroup4916	NA	NA
supergroup4917	NA	NA
supergroup4918	NA	NA
supergroup4919	NA	NA
supergroup4920	NA	NA
supergroup4921	NA	NA
supergroup4922	NA	NA
supergroup4923	NA	NA
supergroup4924	NA	NA
supergroup4925	NA	NA
supergroup4926	NA	NA
supergroup4927	NA	NA
supergroup4928	NA	NA
supergroup4929	NA	NA
supergroup4930	NA	NA
supergroup4931	NA	NA
supergroup4932	NA	NA
supergroup4933	NA	NA
supergroup4934	NA	NA
supergroup4935	NA	NA
supergroup4936	NA	NA
supergroup4937	NA	NA
supergroup4938	NA	NA
supergroup4940	NA	NA
supergroup4941	NA	NA
supergroup4942	NA	NA
supergroup4943	NA	NA
supergroup4944	NA	NA
supergroup4945	NA	NA
supergroup4946	NA	NA
supergroup4947	NA	NA
supergroup4948	NA	NA
supergroup4949	NA	NA
supergroup4950	NA	NA
supergroup4951	NA	NA
supergroup4952	NA	NA
supergroup4953	NA	NA
supergroup4954	NA	NA
supergroup4955	NA	NA
supergroup4956	NA	NA
supergroup4957	NA	NA
supergroup4958	NA	NA
supergroup4959	NA	NA
supergroup4960	NA	NA
supergroup4961	NA	NA
supergroup4962	NA	NA
supergroup4963	NA	NA
supergroup4964	NA	NA
supergroup4965	NA	NA
supergroup4966	NA	NA
supergroup4967	NA	NA
supergroup4968	NA	NA
supergroup4969	NA	NA
supergroup4970	NA	NA
supergroup4971	NA	NA
supergroup4972	NA	NA
supergroup4973	NA	NA
supergroup4974	NA	NA
supergroup4975	NA	NA
supergroup4976	NA	NA
supergroup4977	NA	NA
supergroup4978	NA	NA
supergroup4979	NA	NA
supergroup4980	NA	NA
supergroup4981	NA	NA
supergroup4982	NA	NA
supergroup4983	NA	NA
supergroup4984	NA	NA
supergroup4985	NA	NA
supergroup4986	WeinellEntry5328	sample66_0000002728_group4986
supergroup4987	NA	NA
supergroup4988	NA	NA
supergroup4989	NA	NA
supergroup4990	NA	NA
supergroup4991	NA	NA
supergroup4992	NA	NA
supergroup4993	NA	NA
supergroup4994	NA	NA
supergroup4995	NA	NA
supergroup4997	NA	NA
supergroup4998	NA	NA
supergroup4999	NA	NA
supergroup5000	NA	NA
supergroup5001	NA	NA
supergroup5002	NA	NA
supergroup5003	NA	NA
supergroup5004	NA	NA
supergroup5006	NA	NA
supergroup5007	NA	NA
supergroup5008	NA	NA
supergroup5009	NA	NA
supergroup5010	NA	NA
supergroup5011	NA	NA
supergroup5012	NA	NA
supergroup5013	NA	NA
supergroup5014	NA	NA
supergroup5015	NA	NA
supergroup5016	NA	NA
supergroup5017	NA	NA
supergroup5018	NA	NA
supergroup5019	NA	NA
supergroup5020	NA	NA
supergroup5021	NA	NA
supergroup5023	NA	NA
supergroup5024	NA	NA
supergroup5025	NA	NA
supergroup5026	NA	NA
supergroup5027	NA	NA
supergroup5029	NA	NA
supergroup5030	NA	NA
supergroup5031	NA	NA
supergroup5032	NA	NA
supergroup5033	NA	NA
supergroup5034	NA	NA
supergroup5035	NA	NA
supergroup5036	NA	NA
supergroup5037	NA	NA
supergroup5038	NA	NA
supergroup5039	NA	NA
supergroup5040	NA	NA
supergroup5041	NA	NA
supergroup5042	NA	NA
supergroup5043	NA	NA
supergroup5044	NA	NA
supergroup5045	NA	NA
supergroup5046	NA	NA
supergroup5047	NA	NA
supergroup5048	NA	NA
supergroup5049	NA	NA
supergroup5050	NA	NA
supergroup5051	NA	NA
supergroup5052	NA	NA
supergroup5053	NA	NA
supergroup5054	NA	NA
supergroup5055	NA	NA
supergroup5057	NA	NA
supergroup5058	NA	NA
supergroup5059	NA	NA
supergroup5060	NA	NA
supergroup5061	NA	NA
supergroup5062	NA	NA
supergroup5063	NA	NA
supergroup5064	NA	NA
supergroup5066	NA	NA
supergroup5067	NA	NA
supergroup5068	NA	NA
supergroup5069	NA	NA
supergroup5070	NA	NA
supergroup5071	NA	NA
supergroup5072	NA	NA
supergroup5074	NA	NA
supergroup5075	NA	NA
supergroup5076	NA	NA
supergroup5077	NA	NA
supergroup5078	NA	NA
supergroup5079	NA	NA
supergroup5080	NA	NA
supergroup5081	NA	NA
supergroup5082	NA	NA
supergroup5083	NA	NA
supergroup5084	NA	NA
supergroup5085	NA	NA
supergroup5086	NA	NA
supergroup5087	NA	NA
supergroup5088	NA	NA
supergroup5089	NA	NA
supergroup5090	NA	NA
supergroup5091	NA	NA
supergroup5092	NA	NA
supergroup5093	NA	NA
supergroup5094	NA	NA
supergroup5095	NA	NA
supergroup5096	NA	NA
supergroup5097	NA	NA
supergroup5098	NA	NA
supergroup5099	NA	NA
supergroup5100	NA	NA
supergroup5101	NA	NA
supergroup5102	NA	NA
supergroup5103	NA	NA
supergroup5104	NA	NA
supergroup5105	NA	NA
supergroup5107	NA	NA
supergroup5108	NA	NA
supergroup5109	NA	NA
supergroup5110	NA	NA
supergroup5112	NA	NA
supergroup5113	NA	NA
supergroup5114	NA	NA
supergroup5115	NA	NA
supergroup5116	NA	NA
supergroup5117	NA	NA
supergroup5118	NA	NA
supergroup5119	NA	NA
supergroup5120	NA	NA
supergroup5121	NA	NA
supergroup5122	NA	NA
supergroup5123	NA	NA
supergroup5124	NA	NA
supergroup5125	NA	NA
supergroup5126	NA	NA
supergroup5127	NA	NA
supergroup5128	NA	NA
supergroup5129	NA	NA
supergroup5130	NA	NA
supergroup5131	NA	NA
supergroup5132	NA	NA
supergroup5133	NA	NA
supergroup5134	NA	NA
supergroup5135	NA	NA
supergroup5136	NA	NA
supergroup5137	NA	NA
supergroup5138	NA	NA
supergroup5139	NA	NA
supergroup5140	NA	NA
supergroup5141	NA	NA
supergroup5143	NA	NA
supergroup5144	NA	NA
supergroup5145	NA	NA
supergroup5146	NA	NA
supergroup5147	NA	NA
supergroup5148	NA	NA
supergroup5149	NA	NA
supergroup5150	NA	NA
supergroup5151	NA	NA
supergroup5152	NA	NA
supergroup5153	NA	NA
supergroup5154	NA	NA
supergroup5155	NA	NA
supergroup5156	NA	NA
supergroup5157	NA	NA
supergroup5158	NA	NA
supergroup5159	NA	NA
supergroup5160	NA	NA
supergroup5161	NA	NA
supergroup5162	NA	NA
supergroup5163	NA	NA
supergroup5164	NA	NA
supergroup5165	NA	NA
supergroup5166	NA	NA
supergroup5167	NA	NA
supergroup5168	NA	NA
supergroup5169	NA	NA
supergroup5170	NA	NA
supergroup5171	NA	NA
supergroup5172	NA	NA
supergroup5173	NA	NA
supergroup5174	NA	NA
supergroup5175	NA	NA
supergroup5176	NA	NA
supergroup5177	NA	NA
supergroup5178	NA	NA
supergroup5179	NA	NA
supergroup5180	NA	NA
supergroup5181	NA	NA
supergroup5182	NA	NA
supergroup5183	NA	NA
supergroup5184	NA	NA
supergroup5185	NA	NA
supergroup5186	NA	NA
supergroup5187	NA	NA
supergroup5188	NA	NA
supergroup5189	NA	NA
supergroup5190	NA	NA
supergroup5191	NA	NA
supergroup5192	NA	NA
supergroup5193	NA	NA
supergroup5194	NA	NA
supergroup5195	NA	NA
supergroup5196	NA	NA
supergroup5197	NA	NA
supergroup5198	NA	NA
supergroup5199	NA	NA
supergroup5200	NA	NA
supergroup5201	NA	NA
supergroup5202	NA	NA
supergroup5203	NA	NA
supergroup5204	NA	NA
supergroup5205	NA	NA
supergroup5206	NA	NA
supergroup5207	NA	NA
supergroup5208	NA	NA
supergroup5209	NA	NA
supergroup5210	NA	NA
supergroup5212	NA	NA
supergroup5213	NA	NA
supergroup5214	NA	NA
supergroup5215	NA	NA
supergroup5216	NA	NA
supergroup5217	NA	NA
supergroup5218	NA	NA
supergroup5219	NA	NA
supergroup5220	NA	NA
supergroup5221	NA	NA
supergroup5222	NA	NA
supergroup5223	NA	NA
supergroup5224	NA	NA
supergroup5225	NA	NA
supergroup5226	NA	NA
supergroup5227	NA	NA
supergroup5228	NA	NA
supergroup5229	NA	NA
supergroup5230	NA	NA
supergroup5231	NA	NA
supergroup5232	NA	NA
supergroup5233	NA	NA
supergroup5234	NA	NA
supergroup5235	NA	NA
supergroup5236	NA	NA
supergroup5237	NA	NA
supergroup5238	NA	NA
supergroup5239	NA	NA
supergroup5240	NA	NA
supergroup5241	NA	NA
supergroup5242	NA	NA
supergroup5243	NA	NA
supergroup5244	NA	NA
supergroup5245	NA	NA
supergroup5246	NA	NA
supergroup5247	NA	NA
supergroup5248	NA	NA
supergroup5249	NA	NA
supergroup5250	NA	NA
supergroup5251	NA	NA
supergroup5252	NA	NA
supergroup5253	NA	NA
supergroup5254	NA	NA
supergroup5255	NA	NA
supergroup5256	NA	NA
supergroup5257	NA	NA
supergroup5258	NA	NA
supergroup5259	NA	NA
supergroup5260	NA	NA
supergroup5261	NA	NA
supergroup5262	NA	NA
supergroup5263	NA	NA
supergroup5264	NA	NA
supergroup5265	NA	NA
supergroup5266	NA	NA
supergroup5267	NA	NA
supergroup5268	NA	NA
supergroup5269	NA	NA
supergroup5270	NA	NA
supergroup5271	NA	NA
supergroup5272	NA	NA
supergroup5273	NA	NA
supergroup5274	NA	NA
supergroup5275	NA	NA
supergroup5276	NA	NA
supergroup5277	NA	NA
supergroup5278	NA	NA
supergroup5279	NA	NA
supergroup5280	NA	NA
supergroup5281	NA	NA
supergroup5282	NA	NA
supergroup5283	NA	NA
supergroup5284	NA	NA
supergroup5285	NA	NA
supergroup5286	NA	NA
supergroup5287	NA	NA
supergroup5288	NA	NA
supergroup5289	NA	NA
supergroup5290	NA	NA
supergroup5291	NA	NA
supergroup5292	NA	NA
supergroup5293	NA	NA
supergroup5294	NA	NA
supergroup5295	NA	NA
supergroup5296	NA	NA
supergroup5297	NA	NA
supergroup5298	NA	NA
supergroup5299	NA	NA
supergroup5300	NA	NA
supergroup5301	NA	NA
supergroup5302	NA	NA
supergroup5303	NA	NA
supergroup5304	NA	NA
supergroup5305	NA	NA
supergroup5306	NA	NA
supergroup5307	NA	NA
supergroup5308	NA	NA
supergroup5309	NA	NA
supergroup5310	NA	NA
supergroup5311	NA	NA
supergroup5312	NA	NA
supergroup5313	NA	NA
supergroup5314	NA	NA
supergroup5315	NA	NA
supergroup5316	NA	NA
supergroup5317	NA	NA
supergroup5318	NA	NA
supergroup5319	NA	NA
supergroup5320	NA	NA
supergroup5321	NA	NA
supergroup5322	NA	NA
supergroup5323	NA	NA
supergroup5324	NA	NA
supergroup5325	NA	NA
supergroup5326	NA	NA
supergroup5327	NA	NA
supergroup5328	NA	NA
supergroup5329	NA	NA
supergroup5330	NA	NA
supergroup5331	NA	NA
supergroup5332	NA	NA
supergroup5333	NA	NA
supergroup5334	NA	NA
supergroup5335	NA	NA
supergroup5336	NA	NA
supergroup5337	NA	NA
supergroup5338	NA	NA
supergroup5339	NA	NA
supergroup5340	NA	NA
supergroup5341	NA	NA
supergroup5342	NA	NA
supergroup5343	NA	NA
supergroup5344	NA	NA
supergroup5345	NA	NA
supergroup5346	NA	NA
supergroup5347	NA	NA
supergroup5348	NA	NA
supergroup5349	NA	NA
supergroup5350	NA	NA
supergroup5351	NA	NA
supergroup5352	NA	NA
supergroup5353	NA	NA
supergroup5354	NA	NA
supergroup5355	NA	NA
supergroup5356	NA	NA
supergroup5357	NA	NA
supergroup5359	NA	NA
supergroup5360	NA	NA
supergroup5361	NA	NA
supergroup5362	NA	NA
supergroup5363	NA	NA
supergroup5364	NA	NA
supergroup5365	NA	NA
supergroup5366	NA	NA
supergroup5367	NA	NA
supergroup5368	NA	NA
supergroup5369	NA	NA
supergroup5370	NA	NA
supergroup5371	NA	NA
supergroup5372	NA	NA
supergroup5373	NA	NA
supergroup5374	NA	NA
supergroup5375	NA	NA
supergroup5376	NA	NA
supergroup5377	NA	NA
supergroup5378	NA	NA
supergroup5379	NA	NA
supergroup5380	NA	NA
supergroup5381	NA	NA
supergroup5382	NA	NA
supergroup5383	NA	NA
supergroup5384	NA	NA
supergroup5385	NA	NA
supergroup5386	NA	NA
supergroup5387	NA	NA
supergroup5388	NA	NA
supergroup5389	NA	NA
supergroup5390	NA	NA
supergroup5391	NA	NA
supergroup5392	NA	NA
supergroup5393	NA	NA
supergroup5394	NA	NA
supergroup5395	NA	NA
supergroup5396	NA	NA
supergroup5397	NA	NA
supergroup5398	NA	NA
supergroup5400	NA	NA
supergroup5401	NA	NA
supergroup5402	NA	NA
supergroup5403	NA	NA
supergroup5404	NA	NA
supergroup5405	NA	NA
supergroup5406	NA	NA
supergroup5407	NA	NA
supergroup5408	NA	NA
supergroup5409	NA	NA
supergroup5410	NA	NA
supergroup5411	NA	NA
supergroup5412	NA	NA
supergroup5413	NA	NA
supergroup5414	NA	NA
supergroup5415	NA	NA
supergroup5416	NA	NA
supergroup5417	NA	NA
supergroup5418	NA	NA
supergroup5419	NA	NA
supergroup5420	NA	NA
supergroup5421	NA	NA
supergroup5422	NA	NA
supergroup5423	NA	NA
supergroup5424	NA	NA
supergroup5425	NA	NA
supergroup5426	NA	NA
supergroup5427	NA	NA
supergroup5428	NA	NA
supergroup5429	NA	NA
supergroup5430	NA	NA
supergroup5431	NA	NA
supergroup5432	NA	NA
supergroup5433	NA	NA
supergroup5434	NA	NA
supergroup5435	NA	NA
supergroup5436	NA	NA
supergroup5437	NA	NA
supergroup5438	NA	NA
supergroup5439	NA	NA
supergroup5440	NA	NA
supergroup5441	NA	NA
supergroup5442	NA	NA
supergroup5443	NA	NA
supergroup5444	NA	NA
supergroup5445	NA	NA
supergroup5446	NA	NA
supergroup5447	NA	NA
supergroup5448	NA	NA
supergroup5449	NA	NA
supergroup5450	NA	NA
supergroup5451	NA	NA
supergroup5453	NA	NA
supergroup5454	NA	NA
supergroup5455	NA	NA
supergroup5456	NA	NA
supergroup5457	NA	NA
supergroup5458	NA	NA
supergroup5459	NA	NA
supergroup5460	NA	NA
supergroup5461	NA	NA
supergroup5462	NA	NA
supergroup5463	NA	NA
supergroup5464	NA	NA
supergroup5465	NA	NA
supergroup5466	NA	NA
supergroup5467	NA	NA
supergroup5468	NA	NA
supergroup5469	NA	NA
supergroup5470	NA	NA
supergroup5471	NA	NA
supergroup5472	NA	NA
supergroup5473	NA	NA
supergroup5474	NA	NA
supergroup5475	NA	NA
supergroup5476	NA	NA
supergroup5477	NA	NA
supergroup5478	NA	NA
supergroup5479	NA	NA
supergroup5480	NA	NA
supergroup5481	NA	NA
supergroup5482	NA	NA
supergroup5483	NA	NA
supergroup5484	NA	NA
supergroup5485	NA	NA
supergroup5487	NA	NA
supergroup5489	NA	NA
supergroup5490	NA	NA
supergroup5491	NA	NA
supergroup5492	NA	NA
supergroup5493	NA	NA
supergroup5494	NA	NA
supergroup5495	NA	NA
supergroup5496	NA	NA
supergroup5497	NA	NA
supergroup5498	NA	NA
supergroup5499	NA	NA
supergroup5500	NA	NA
supergroup5501	NA	NA
supergroup5502	NA	NA
supergroup5503	NA	NA
supergroup5504	NA	NA
supergroup5505	NA	NA
supergroup5506	NA	NA
supergroup5507	NA	NA
supergroup5508	NA	NA
supergroup5509	NA	NA
supergroup5510	NA	NA
supergroup5511	NA	NA
supergroup5512	NA	NA
supergroup5513	NA	NA
supergroup5514	NA	NA
supergroup5515	NA	NA
supergroup5516	NA	NA
supergroup5517	NA	NA
supergroup5518	NA	NA
supergroup5519	NA	NA
supergroup5520	NA	NA
supergroup5521	NA	NA
supergroup5522	NA	NA
supergroup5523	NA	NA
supergroup5524	NA	NA
supergroup5525	NA	NA
supergroup5526	NA	NA
supergroup5527	NA	NA
supergroup5528	NA	NA
supergroup5529	NA	NA
supergroup5530	NA	NA
supergroup5531	NA	NA
supergroup5532	NA	NA
supergroup5533	NA	NA
supergroup5534	NA	NA
supergroup5535	NA	NA
supergroup5536	NA	NA
supergroup5537	NA	NA
supergroup5538	NA	NA
supergroup5539	NA	NA
supergroup5540	NA	NA
supergroup5541	NA	NA
supergroup5542	NA	NA
supergroup5543	NA	NA
supergroup5544	NA	NA
supergroup5545	NA	NA
supergroup5546	NA	NA
supergroup5547	NA	NA
supergroup5548	NA	NA
supergroup5549	NA	NA
supergroup5550	NA	NA
supergroup5551	NA	NA
supergroup5552	NA	NA
supergroup5553	NA	NA
supergroup5555	NA	NA
supergroup5556	NA	NA
supergroup5557	NA	NA
supergroup5558	NA	NA
supergroup5559	NA	NA
supergroup5560	NA	NA
supergroup5561	NA	NA
supergroup5562	NA	NA
supergroup5563	NA	NA
supergroup5564	NA	NA
supergroup5565	NA	NA
supergroup5566	NA	NA
supergroup5567	NA	NA
supergroup5568	NA	NA
supergroup5569	NA	NA
supergroup5570	NA	NA
supergroup5571	NA	NA
supergroup5572	WeinellEntry5630	sample66_0000003023_group6048
supergroup5573	NA	NA
supergroup5574	NA	NA
supergroup5575	NA	NA
supergroup5576	NA	NA
supergroup5577	NA	NA
supergroup5578	NA	NA
supergroup5579	NA	NA
supergroup5580	NA	NA
supergroup5581	NA	NA
supergroup5582	NA	NA
supergroup5583	NA	NA
supergroup5584	NA	NA
supergroup5585	NA	NA
supergroup5586	NA	NA
supergroup5587	NA	NA
supergroup5588	NA	NA
supergroup5589	NA	NA
supergroup5590	NA	NA
supergroup5591	NA	NA
supergroup5592	NA	NA
supergroup5593	NA	NA
supergroup5594	NA	NA
supergroup5595	NA	NA
supergroup5596	NA	NA
supergroup5597	NA	NA
supergroup5598	NA	NA
supergroup5599	NA	NA
supergroup5600	NA	NA
supergroup5601	NA	NA
supergroup5602	NA	NA
supergroup5603	NA	NA
supergroup5604	NA	NA
supergroup5605	NA	NA
supergroup5606	NA	NA
supergroup5607	NA	NA
supergroup5608	NA	NA
supergroup5609	NA	NA
supergroup5610	NA	NA
supergroup5611	NA	NA
supergroup5612	NA	NA
supergroup5613	NA	NA
supergroup5614	NA	NA
supergroup5615	NA	NA
supergroup5616	NA	NA
supergroup5617	NA	NA
supergroup5618	NA	NA
supergroup5619	NA	NA
supergroup5620	NA	NA
supergroup5621	NA	NA
supergroup5622	NA	NA
supergroup5623	NA	NA
supergroup5624	NA	NA
supergroup5625	NA	NA
supergroup5626	NA	NA
supergroup5627	NA	NA
supergroup5628	NA	NA
supergroup5629	NA	NA
supergroup5630	NA	NA
supergroup5631	NA	NA
supergroup5632	NA	NA
supergroup5633	NA	NA
supergroup5634	NA	NA
supergroup5635	NA	NA
supergroup5636	NA	NA
supergroup5637	NA	NA
supergroup5638	NA	NA
supergroup5639	NA	NA
supergroup5640	NA	NA
supergroup5641	NA	NA
supergroup5642	NA	NA
supergroup5643	NA	NA
supergroup5644	NA	NA
supergroup5645	NA	NA
supergroup5646	NA	NA
supergroup5647	NA	NA
supergroup5648	NA	NA
supergroup5649	NA	NA
supergroup5650	NA	NA
supergroup5651	NA	NA
supergroup5652	NA	NA
supergroup5653	NA	NA
supergroup5654	NA	NA
supergroup5655	NA	NA
supergroup5656	NA	NA
supergroup5657	NA	NA
supergroup5658	NA	NA
supergroup5659	NA	NA
supergroup5660	NA	NA
supergroup5661	NA	NA
supergroup5662	NA	NA
supergroup5663	NA	NA
supergroup5665	NA	NA
supergroup5666	NA	NA
supergroup5668	NA	NA
supergroup5669	NA	NA
supergroup5670	NA	NA
supergroup5671	NA	NA
supergroup5672	NA	NA
supergroup5673	NA	NA
supergroup5674	NA	NA
supergroup5675	NA	NA
supergroup5676	NA	NA
supergroup5677	NA	NA
supergroup5678	NA	NA
supergroup5680	NA	NA
supergroup5681	NA	NA
supergroup5682	NA	NA
supergroup5683	NA	NA
supergroup5684	NA	NA
supergroup5685	NA	NA
supergroup5686	NA	NA
supergroup5687	NA	NA
supergroup5688	NA	NA
supergroup5689	NA	NA
supergroup5690	NA	NA
supergroup5691	NA	NA
supergroup5692	NA	NA
supergroup5693	NA	NA
supergroup5694	NA	NA
supergroup5696	NA	NA
supergroup5697	NA	NA
supergroup5698	NA	NA
supergroup5699	NA	NA
supergroup5700	NA	NA
supergroup5701	NA	NA
supergroup5702	NA	NA
supergroup5703	NA	NA
supergroup5704	NA	NA
supergroup5705	NA	NA
supergroup5706	NA	NA
supergroup5707	NA	NA
supergroup5708	NA	NA
supergroup5709	NA	NA
supergroup5710	NA	NA
supergroup5711	NA	NA
supergroup5712	NA	NA
supergroup5713	NA	NA
supergroup5715	NA	NA
supergroup5716	NA	NA
supergroup5717	NA	NA
supergroup5718	NA	NA
supergroup5719	NA	NA
supergroup5720	NA	NA
supergroup5721	NA	NA
supergroup5722	NA	NA
supergroup5723	NA	NA
supergroup5724	NA	NA
supergroup5725	NA	NA
supergroup5726	NA	NA
supergroup5727	NA	NA
supergroup5728	NA	NA
supergroup5729	NA	NA
supergroup5730	NA	NA
supergroup5731	NA	NA
supergroup5732	NA	NA
supergroup5733	NA	NA
supergroup5735	NA	NA
supergroup5736	NA	NA
supergroup5737	NA	NA
supergroup5738	NA	NA
supergroup5740	NA	NA
supergroup5741	NA	NA
supergroup5742	NA	NA
supergroup5743	NA	NA
supergroup5744	NA	NA
supergroup5745	NA	NA
supergroup5746	NA	NA
supergroup5747	NA	NA
supergroup5748	NA	NA
supergroup5749	NA	NA
supergroup5750	NA	NA
supergroup5751	NA	NA
supergroup5752	NA	NA
supergroup5753	NA	NA
supergroup5754	NA	NA
supergroup5755	NA	NA
supergroup5756	NA	NA
supergroup5757	NA	NA
supergroup5758	NA	NA
supergroup5759	NA	NA
supergroup5760	NA	NA
supergroup5762	NA	NA
supergroup5763	NA	NA
supergroup5764	NA	NA
supergroup5765	NA	NA
supergroup5766	NA	NA
supergroup5767	NA	NA
supergroup5768	NA	NA
supergroup5771	NA	NA
supergroup5772	NA	NA
supergroup5773	NA	NA
supergroup5774	NA	NA
supergroup5775	NA	NA
supergroup5776	NA	NA
supergroup5777	NA	NA
supergroup5778	NA	NA
supergroup5779	NA	NA
supergroup5780	NA	NA
supergroup5781	NA	NA
supergroup5783	NA	NA
supergroup5784	NA	NA
supergroup5785	NA	NA
supergroup5786	NA	NA
supergroup5787	NA	NA
supergroup5788	NA	NA
supergroup5789	NA	NA
supergroup5790	NA	NA
supergroup5791	NA	NA
supergroup5792	NA	NA
supergroup5793	NA	NA
supergroup5794	NA	NA
supergroup5795	NA	NA
supergroup5796	NA	NA
supergroup5798	NA	NA
supergroup5799	NA	NA
supergroup5800	NA	NA
supergroup5801	NA	NA
supergroup5802	NA	NA
supergroup5803	NA	NA
supergroup5804	NA	NA
supergroup5805	NA	NA
supergroup5806	NA	NA
supergroup5807	WeinellEntry1794	sample66_0000001520_group5807
supergroup5808	NA	NA
supergroup5809	NA	NA
supergroup5810	NA	NA
supergroup5811	NA	NA
