target.locus	gene	mRNA	CDS	subject.NCBI.coordinates	accession.homolog	subject.start.homolog	subject.end.homolog	subject.contig.sense	Gene.ID	Gene.Name	Gene.Range	Gene.target.Sense	mRNA.Range	mRNA.target.Sense	CDS.Range	CDS.target.Sense	CDS_codon_start	target_codon_start
WeinellEntry5588	yes	yes	yes	NW_013658676.1:385446-386392	NW_013658676.1	385446	386392	1	106547392	LOC106547392	<1..>947	1	<8..100;935..>947;<8..100;935..>947	1;1;1;1	<8..100;935..>947;46..100;935..>947	1;1;1;1	3;skipped because CDS < 15bp;1;skipped because CDS < 15bp	1;skipped because CDS < 15bp;1;skipped because CDS < 15bp
WeinellEntry5589	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5590	yes	yes	no	NW_013659872.1:91558-92546	NW_013659872.1	91558	92546	2	106553120	FAM102A	<1..>989	1	<1..>989	1	–	–	–	–
WeinellEntry5591	yes	yes	yes	NW_013658663.1:45469-46510	NW_013658663.1	45469	46510	1	106547301	RREB1	<1..>1042	1	<765..>929	1	<765..>929	1	3	2
WeinellEntry5592	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5593	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5594	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5595	yes	yes	yes	NW_013658857.1:277142-278055	NW_013658857.1	277142	278055	2	106548600	FAM131B	<1..>914	1	<1..>914	1	<1..460	1	2	2
WeinellEntry5596	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5597	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5598	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5599	yes	no	no	NW_013657713.1:809797-810754	NW_013657713.1	809797	810754	2	106545285	ISM1	<1..>958	-1	–	–	–	–	–	–
WeinellEntry5600	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5601	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5602	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5603	yes	no	no	NW_013660907.1:20075-20891	NW_013660907.1	20075	20891	1	106555432	LOC106555432	<1..>817	1	–	–	–	–	–	–
WeinellEntry5604	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5605	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5606	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5607	yes	yes	yes	NW_013658036.1:694684-695531	NW_013658036.1	694684	695531	2	106541349	LOC106541349	361..>848	1	361..>629;361..>629	1;1	462..>629;462..>629	1;1	1;1	3;3
WeinellEntry5608	yes	yes	yes	NW_013657980.1:796974-797955	NW_013657980.1	796974	797955	2	106540612	DHX34	<1..>982	1	<235..336;554..>811;<1..336;554..>811	1;1;1;1	<235..336;554..>811;<1..336;554..>811	1;1;1;1	1;1;1;1	1;2;1;2
WeinellEntry5609	yes	yes	yes	NW_013657794.1:1395036-1396066	NW_013657794.1	1395036	1396066	2	106537461	VDAC2	<1..>1031	-1	<468..>525	-1	<468..>525	-1	1	3
WeinellEntry5610	yes	no	no	NW_013657899.1:403310-404250	NW_013657899.1	403310	404250	1	106539337	LOC106539337	<1..>941	-1	–	–	–	–	–	–
WeinellEntry5611	yes	yes	yes	NW_013657801.1:234250-235226	NW_013657801.1	234250	235226	1	106537579	GMEB1	<1..>977	-1	<63..>174	-1	<63..>174	-1	2	1
WeinellEntry5612	yes	no	no	NW_013658241.1:73450-74451	NW_013658241.1	73450	74451	2	106543664	MYLK	<1..>1002	-1	–	–	–	–	–	–
WeinellEntry5613	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5614	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5615	yes	yes	yes	NW_013658281.1:370129-371103	NW_013658281.1	370129	371103	1	106544070	LOC106544070	<1..>975	-1	<1..>517	-1	374..>517	-1	1	3
WeinellEntry5616	yes	yes	no	NW_013657716.1:328119-329031	NW_013657716.1	328119	329031	2	106546003	DGKZ	<1..>913	1	<1..>32	1	–	–	–	–
WeinellEntry5617	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5618	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5619	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5620	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5621	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5622	yes	yes	no	NW_013658842.1:372884-373956	NW_013658842.1	372884	373956	1	106548515	AMMECR1	<1..>1073	-1	<1..>1073	-1	–	–	–	–
WeinellEntry5623	yes	yes	yes	NW_013658237.1:112103-113191	NW_013658237.1	112103	113191	1	106543632	TNC	<1..>1089	1	<82..>655	1	193..>655	1	1	1
WeinellEntry5624	yes	yes	yes	NW_013658237.1:112103-113125	NW_013658237.1	112103	113125	1	106543632	TNC	<1..>1023	1	<82..>655	1	193..>655	1	1	1
WeinellEntry5625	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5626	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5627	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5628	yes	no	no	NW_013657961.1:844916-845876	NW_013657961.1	844916	845876	2	106540385	VGLL2	<1..>961	-1	–	–	–	–	–	–
WeinellEntry5629	yes	no	no	NW_013657961.1:844979-845876	NW_013657961.1	844979	845876	2	106540385	VGLL2	<1..>898	-1	–	–	–	–	–	–
WeinellEntry5630	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5631	yes	yes	yes	NW_013657766.1:463024-464084	NW_013657766.1	463024	464084	2	106556935	ACVR1B	<1..>1061	-1	<1..>251;<1..>251	-1;-1	126..>251;126..>251	-1;-1	1;1	1;1
WeinellEntry5632	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5633	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5634	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5635	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5636	yes	no	no	NW_013658507.1:233576-234743	NW_013658507.1	233576	234743	1	106546046	CELSR3	<1..>1168	1	–	–	–	–	–	–
WeinellEntry5637	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5638	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5639	yes	no	no	NW_013659398.1:394465-395614	NW_013659398.1	394465	395614	2	106551410	LOC106551410	<1..>1150	1	–	–	–	–	–	–
WeinellEntry5640	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5641	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5642	yes	yes	yes	NW_013657701.1:623496-624401	NW_013657701.1	623496	624401	1	106541959	SYNJ2	<1..>906	1	<228..>420	1	<228..>420	1	2	1
WeinellEntry5643	yes	yes	yes	NW_013658089.1:48105-49052	NW_013658089.1	48105	49052	2	106542063	TSSK3	<1..385	1	<1..385	1	<1..385	1	—	–
WeinellEntry5644	yes	yes	yes	NW_013659287.1:214004-215059	NW_013659287.1	214004	215059	2	106550899	LOC106550899	<1..>1056	1	<688..>811	1	<688..>811	1	1	1
WeinellEntry5645	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5646	yes	yes	yes	NW_013657872.1:293888-294741	NW_013657872.1	293888	294741	1	106538936	LOC106538936	<1..>854	1	<1..197;298..395;716..>829	1;1;1	<1..197;298..395;716..>829	1;1;1	2;3;1	2;3;2
WeinellEntry5647	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5648	yes	no	no	NW_013658066.1:676181-677113	NW_013658066.1	676181	677113	1	106541733	PQLC1	<1..>933	-1	–	–	–	–	–	–
WeinellEntry5649	yes	no	no	NW_013657756.1:234138-235104	NW_013657756.1	234138	235104	2	106556301	CHRNE	<1..>967	-1	–	–	–	–	–	–
WeinellEntry5650	yes	yes	yes	NW_013658579.1:67190-68206	NW_013658579.1	67190	68206	1	106546708	LOC106546708	<8..>1017	1	<8..>108;<8..>108	1;1	<8..>108;<8..>108	1;1	3;3	1;1
WeinellEntry5651	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5652	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5653	yes	yes	yes	NW_013659085.1:260148-261123	NW_013659085.1	260148	261123	1	106549890	TSC2	<1..>976	-1	<1..13;492..540;930..>976	-1;-1;-1	<1..13;492..540;930..>976	-1;-1;-1	skipped because CDS < 15bp;2;1	skipped because CDS < 15bp;3;1
WeinellEntry5654	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5655	yes	no	no	NW_013657791.1:61267-62334	NW_013657791.1	61267	62334	2	106557420	LOC106557420	<1..>1068	1	–	–	–	–	–	–
WeinellEntry5656	yes	yes	yes	NW_013659178.1:3649-4564	NW_013659178.1	3649	4564	2	106550378	LOC106550378	<1..>916	1	<8..>875	1	<8..>875	1	—	–
WeinellEntry5657	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5658	yes	no	no	NW_013657703.1:1819445-1820387	NW_013657703.1	1819445	1820387	1	106542757	UNC79	<1..>943	-1	–	–	–	–	–	–
WeinellEntry5659	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5660	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5661	yes	yes	no	NW_013659336.1:31956-32942	NW_013659336.1	31956	32942	2	106551135	NMT1	<1..>987	-1	<1..>987;<1..>987	-1;-1	–	–	–	–
WeinellEntry5662	yes	no	no	NW_013659778.1:80667-81606	NW_013659778.1	80667	81606	2	106552814	HUWE1	<1..>940	1	–	–	–	–	–	–
WeinellEntry5663	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5664	yes	no	no	NW_013658325.1:178292-179204	NW_013658325.1	178292	179204	1	106544531	LOC106544531	<1..>913	1	–	–	–	–	–	–
WeinellEntry5665	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5666	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5667	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5668	yes	yes	yes	NW_013657705.1:290168-291105	NW_013657705.1	290168	291105	1	106543269	UBE3C	<1..>938	-1	<1..>938	-1	861..>938	-1	1	1
WeinellEntry5669	yes	no	no	NW_013658913.1:57339-58342	NW_013658913.1	57339	58342	1	106548946	PTPRN2	<1..>1004	1	–	–	–	–	–	–
WeinellEntry5670	yes	yes	yes	NW_013657887.1:1055165-1056136	NW_013657887.1	1055165	1056136	2	106539143	GNAI2	<1..>972	1	<8..>168	1	<8..>168	1	1	2
WeinellEntry5671	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5672	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5673	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5674	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5675	yes	yes	yes	NW_013657986.1:299433-300363	NW_013657986.1	299433	300363	2	106540704	WIZ	<1..>931	-1	<1..>282;<1..>282;<1..>282	-1;-1;-1	<1..>282;<1..>282;<1..>282	-1;-1;-1	3;3;3	1;1;1
WeinellEntry5676	yes	no	no	NW_013657697.1:953672-954603	NW_013657697.1	953672	954603	2	106540626	CFAP52	<1..>932	1	–	–	–	–	–	–
WeinellEntry5677	yes	no	no	NW_013657697.1:1053372-1054434	NW_013657697.1	1053372	1054434	2	106540351	STX8	<1..>1063	-1	–	–	–	–	–	–
WeinellEntry5678	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5679	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5680	yes	yes	yes	NW_013659084.1:235860-236809	NW_013659084.1	235860	236809	2	106549878	LOC106549878	<1..>950	1	<8..194;757..>950	1;1	<8..194;757..>950	1;1	1;3	2;3
WeinellEntry5681	yes	yes	no	NW_013657957.1:26783-27574	NW_013657957.1	26783	27574	2	106540282	LOC106540282	187..>792	-1	187..>792	-1	–	–	–	–
WeinellEntry5682	yes	yes	yes	NW_013659352.1:100358-101278	NW_013659352.1	100358	101278	2	106551215	TOX2	<1..>921	1	316..>391	1	362..>391	1	1	2
WeinellEntry5683	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5684	yes	yes	yes	NW_013658565.1:171455-172415	NW_013658565.1	171455	172415	2	106546604	PRPH	<1..>961	-1	<1..139;935..>961	-1;-1	<1..139;935..>961	-1;-1	1;1	1;1
WeinellEntry5685	yes	no	no	NW_013659647.1:122790-123743	NW_013659647.1	122790	123743	2	106552422	POLR3B	<1..>954	-1	–	–	–	–	–	–
WeinellEntry5686	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5687	yes	no	no	NW_013658206.1:172241-173227	NW_013658206.1	172241	173227	2	106543347	LOC106543347	<1..>987	-1	–	–	–	–	–	–
WeinellEntry5688	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5689	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5690	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5691	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5692	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5693	yes	yes	yes	NW_013658285.1:233481-234557	NW_013658285.1	233481	234557	1	106544122	ACSL5	<1..>1077	-1	<771..>842;<771..>842	-1;-1	<771..>842;<771..>842	-1;-1	1;1	2;2
WeinellEntry5694	yes	no	no	NW_013657849.1:695085-696121	NW_013657849.1	695085	696121	2	106538526	PLCH1	<1..>1037	-1	–	–	–	–	–	–
WeinellEntry5695	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5696	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5697	yes	no	no	NW_013658216.1:659849-660879	NW_013658216.1	659849	660879	2	106543462	GLIPR1	<1..>1031	-1	–	–	–	–	–	–
WeinellEntry5698	yes	yes	yes	NW_013659235.1:26767-27731	NW_013659235.1	26767	27731	2	106550657	RAD9B	<1..>965	1	<46..145;342..>448	1;1	<46..145;342..>448	1;1	3;2	3;1
WeinellEntry5699	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5700	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5701	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5702	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5703	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5704	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5705	yes	yes	yes	NW_013657813.1:1220407-1221419	NW_013657813.1	1220407	1221419	2	106537867	FAM168B	<1..>1013	1	<306..448;941..>1013	1;1	<306..448;941..>1013	1;1	3;1	2;2
WeinellEntry5706	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5707	yes	yes	yes	NW_013658453.1:54480-55356	NW_013658453.1	54480	55356	1	106545617	FGFR1	<1..>877	-1	<224..>368	-1	<224..>368	-1	1	3
WeinellEntry5708	yes	no	no	NW_013658682.1:151565-152454	NW_013658682.1	151565	152454	1	106547458	CCDC178	<1..>890	-1	–	–	–	–	–	–
WeinellEntry5709	yes	no	no	NW_013658007.1:780256-781213	NW_013658007.1	780256	781213	2	106540951	LOC106540951	<1..>958	-1	–	–	–	–	–	–
WeinellEntry5710	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5711	yes	yes	yes	NW_013660517.1:72497-73417	NW_013660517.1	72497	73417	2	106554758	OVOL1	<1..>921	1	<1..>921	1	<1..28	1	—	–
WeinellEntry5712	yes	yes	yes	NW_013659995.1:125841-126786	NW_013659995.1	125841	126786	2	106553452	SCNN1G	<1..>946	1	<39..202;465..563;918..>946	1;1;1	<39..202;465..563;918..>946	1;1;1	—;1;1	–;3;3
WeinellEntry5713	yes	yes	yes	NW_013661489.1:24506-25460	NW_013661489.1	24506	25460	1	106556174	SIK3	<1..>955	-1	<1..77;221..330;424..501;921..>955;<1..77;221..330;424..501;921..>955;<1..77;221..330;424..501;921..>955;<1..77;221..330;424..501;921..>955	-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1	<1..77;221..330;424..501;921..>955;<1..77;221..330;424..501;921..>955;<1..77;221..330;424..501;921..>955;<1..77;221..330;424..501;921..>955	-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1	2;1;1;3;2;1;1;3;2;1;1;3;2;1;1;3	1;2;2;3;1;2;2;3;1;2;2;3;1;2;2;3
WeinellEntry5714	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5715	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5716	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5717	yes	yes	yes	NW_013658827.1:29999-30898	NW_013658827.1	29999	30898	1	106548405	LARS	<1..>900	-1	<47..>142	-1	<47..>142	-1	—	–
WeinellEntry5718	yes	yes	yes	NW_013658060.1:667743-668664	NW_013658060.1	667743	668664	2	106541676	ASB14	<1..>922	-1	<1..>25	-1	<1..>25	-1	3	3
WeinellEntry5719	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5720	yes	no	no	NW_013660227.1:112961-113996	NW_013660227.1	112961	113996	1	106554137	CRKL	<1..>1036	1	–	–	–	–	–	–
WeinellEntry5721	yes	yes	yes	NW_013658879.1:193343-194313	NW_013658879.1	193343	194313	1	106548722	DEPDC5	<1..>971	1	<70..215;342..419;617..>744;<70..215;342..419;612..>744;<70..215;342..419;617..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;612..>744;<70..215;342..419;617..>744;<70..215;342..419;612..>744;<70..215;342..419;617..>744	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2,3;1;2;2;1;2;2,3	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3,1;1;1;1;1;1;3,1
WeinellEntry5722	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5723	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5724	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5725	yes	yes	yes	NW_013657688.1:2517171-2518123	NW_013657688.1	2517171	2518123	2	106537790	TCF25	<1..>953	-1	<1..68;194..>293	-1;-1	<1..68;194..>293	-1;-1	3;—	3;–
WeinellEntry5726	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5727	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5728	yes	no	no	NW_013659532.1:161463-162361	NW_013659532.1	161463	162361	2	106551964	GBAS	<1..>899	1	–	–	–	–	–	–
WeinellEntry5729	yes	yes	yes	NW_013657694.1:1771226-1772189	NW_013657694.1	1771226	1772189	1	106539722	ANKRD29	<1..>964	1	<595..>705	1	<595..>705	1	1	1
WeinellEntry5730	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5731	yes	yes	yes	NW_013659478.1:102165-103142	NW_013659478.1	102165	103142	2	106551746	LOC106551746	<1..>978	1	<1..>15	1	<1..>15	1	—	–
WeinellEntry5732	yes	no	no	NW_013657976.1:212637-213625	NW_013657976.1	212637	213625	1	106540547	ADGRL2	<1..>989	1	–	–	–	–	–	–
WeinellEntry5733	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5734	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—	—
WeinellEntry5735	yes	yes	yes	NW_013661119.1:45813-46722	NW_013661119.1	45813	46722	1	106555757	MTCH2	<1..490	1	<1..490	1	<1..45	1	1	1
