target.locus	gene	mRNA	CDS	subject.NCBI.coordinates	accession.homolog	subject.start.homolog	subject.end.homolog	subject.contig.sense	Gene.ID	Gene.Name	Gene.Range	Gene.target.Sense	mRNA.Range	mRNA.target.Sense	CDS.Range	CDS.target.Sense	CDS_codon_start	target_codon_start
WeinellEntry720	yes	yes	yes	NW_013659209.1:281637-281877	NW_013659209.1	281637	281877	1	106550540	LOC106550540	<1..>241	-1	<1..>195;<1..>192;<1..>195	-1;-1;-1	47..>195;47..>192;47..>195	-1;-1;-1	3;—;3	1;–;1
WeinellEntry721	yes	yes	yes	NW_013659489.1:56365-56605	NW_013659489.1	56365	56605	1	106551786	CDHR2	<1..>196	1	<45..>196;<45..>196	1;1	<45..>196;<45..>196	1;1	1;1	3;3
WeinellEntry722	yes	yes	yes	NW_013657934.1:805775-806015	NW_013657934.1	805775	806015	1	106539887	LOC106539887	<1..>241	1	<44..>198	1	<44..>198	1	2	3
WeinellEntry724	yes	yes	yes	NW_013659032.1:247733-248093	NW_013659032.1	247733	248093	1	106549618	PRR14	<1..>361	1	<53..>308;<53..>308	1;1	<53..>308;<53..>308	1;1	2;2	3;3
WeinellEntry725	yes	yes	yes	NW_013657760.1:1439563-1439923	NW_013657760.1	1439563	1439923	1	106556803	LOC106556803	<1..>361	-1	<58..>303	-1	<58..>303	-1	3	1
WeinellEntry726	yes	yes	yes	NW_013657853.1:609640-614920	NW_013657853.1	609640	614920	1	106538586	KIAA1551	<1..>5281	1	<1..>5266	1	16..>5266	1	1	1
WeinellEntry727	yes	yes	yes	NW_013659271.1:182066-183866	NW_013659271.1	182066	183866	1	106550815	REST	<1..>1801	1	<59..>1801;<59..>1801	1;1	<59..1743;<59..1743	1;1	3;3	1;1
WeinellEntry728	yes	yes	yes	NW_013660884.1:27009-27369	NW_013660884.1	27009	27369	1	106555388	LOC106555388	<1..>361	-1	<43..>318	-1	<43..>318	-1	3	1
WeinellEntry729	yes	yes	yes	NW_013660676.1:17078-17918	NW_013660676.1	17078	17918	1	106555049	SOD3	<1..>841	1	<1..>841	1	60..782	1	1	3
WeinellEntry730	yes	yes	yes	NW_013661457.1:25651-25891	NW_013661457.1	25651	25891	1	106556146	LOC106556146	<1..>241	-1	<7..>234	-1	<7..>234	-1	2	3
WeinellEntry732	yes	yes	yes	NW_013658893.1:29756-30596	NW_013658893.1	29756	30596	1	106548802	LOC106548802	<1..>841	-1	<27..>815	-1	<27..>815	-1	1	3
WeinellEntry733	yes	yes	yes	NW_013658056.1:387555-388395	NW_013658056.1	387555	388395	1	106541623	UBAP1L	<1..>841	-1	<28..>813	-1	<28..>813	-1	1	2
WeinellEntry734	yes	yes	yes	NW_013658315.1:232-832	NW_013658315.1	232	832	1	106544412	LOC106544412	<43..559	-1	<43..559	-1	<43..559	-1	1	1
WeinellEntry735	yes	yes	yes	NW_013658176.1:477270-477630	NW_013658176.1	477270	477630	1	106543056	CD8A	<1..>361	1	<9..>353	1	<9..>353	1	3	2
WeinellEntry736	yes	yes	yes	NW_013659107.1:63319-63559	NW_013659107.1	63319	63559	1	106550011	LOC106550011	7..>241	1	7..>218	1	23..>218	1	1	2
WeinellEntry737	yes	yes	yes	NW_013658723.1:420110-422270	NW_013658723.1	420110	422270	1	106547746	ZNF106	<1..>2161	-1	<33..>2129	-1	<33..>2129	-1	2	1
WeinellEntry738	yes	yes	yes	NW_013658485.1:452476-454396	NW_013658485.1	452476	454396	1	106545845	LOC106545845	<1..>1921	1	<406..>1921;<1..>1921;<1..>1921;<1..>1921;<1..>1921	1;1;1;1;1	<406..1902;19..1902;19..1902;19..1902;19..1902	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1
WeinellEntry739	yes	yes	yes	NW_013657689.1:2776778-2777738	NW_013657689.1	2776778	2777738	1	106537824	LOC106537824	<1..935	-1	<27..935	-1	<27..935	-1	1	3
WeinellEntry740	yes	yes	yes	NW_013658193.1:378806-379406	NW_013658193.1	378806	379406	1	106543215	EFCAB12	<1..>601	-1	<47..>554	-1	<47..>554	-1	2	1
WeinellEntry742	yes	yes	yes	NW_013657758.1:1332010-1332730	NW_013657758.1	1332010	1332730	1	106556754	LOC106556754	<1..>721	-1	<13..>721	-1	<13..708	-1	1	2
WeinellEntry743	yes	yes	yes	NW_013661220.1:36806-37886	NW_013661220.1	36806	37886	1	106555886	LOC106555886	<1..>1081	1	<1..>1081	1	24..1058	1	1	3
WeinellEntry744	yes	yes	yes	NW_013661117.1:28159-28759	NW_013661117.1	28159	28759	1	106555751	LOC106555751	<1..>601	1	<19..>583	1	<19..>583	1	1	1
WeinellEntry745	yes	yes	yes	NW_013658157.1:277293-277773	NW_013658157.1	277293	277773	1	106542827	LOC106542827	42..>481	1	42..>440	1	42..>440	1	1	3
WeinellEntry746	yes	yes	yes	NW_013659214.1:11380-12460	NW_013659214.1	11380	12460	1	106550577	LOC106550577	51..1031	-1	51..1031	-1	51..1031	-1	1	3
WeinellEntry747	yes	yes	yes	NW_013657938.1:274244-275204	NW_013657938.1	274244	275204	1	106539951	LOC106539951	<1..956	-1	<1..956	-1	6..956	-1	1	3
WeinellEntry748	yes	yes	yes	NW_013657799.1:1375472-1376192	NW_013657799.1	1375472	1376192	1	106537557	LOC106537557	<1..>721	-1	<19..>721	-1	<19..703	-1	1	1
WeinellEntry750	yes	yes	yes	NW_013657950.1:886260-887100	NW_013657950.1	886260	887100	1	106540150	LOC106540150	54..>841	1	54..>788	1	54..>788	1	1	3
WeinellEntry752	yes	yes	yes	NW_013658853.1:248647-248887	NW_013658853.1	248647	248887	1	106548570	LOC106548570	<1..>191	1	<51..>191	1	<51..>191	1	2	1
WeinellEntry753	yes	yes	yes	NW_013657811.1:1254824-1255064	NW_013657811.1	1254824	1255064	1	106537829	LOC106537829	<1..>241	-1	<56..>185;<56..>185	-1;-1	<56..>185;<56..>185	-1;-1	3;3	2;2
WeinellEntry755	yes	yes	yes	NW_013658270.1:312096-312336	NW_013658270.1	312096	312336	1	106543992	PPP1R9A	<1..>241	1	<35..>206;<35..>206;<35..>206	1;1;1	<35..>206;<35..>206;<35..>206	1;1;1	1;1;1	2;2;2
WeinellEntry756	yes	yes	yes	NW_013660095.1:83314-84754	NW_013660095.1	83314	84754	1	106553801	LOC106553801	<1..>1441	-1	<1..>1434	-1	8..>1434	-1	3	1
WeinellEntry757	yes	yes	yes	NW_013659178.1:34223-35183	NW_013659178.1	34223	35183	1	106550382	LOC106550382	<1..>961	-1	<1..>961	-1	28..933	-1	1	2
WeinellEntry758	yes	yes	yes	NW_013658080.1:198421-198661	NW_013658080.1	198421	198661	1	106541917	ACOX3	<1..>241	1	<60..>182	1	<60..>182	1	1	3
WeinellEntry759	yes	yes	yes	NW_013661100.1:1905-2145	NW_013661100.1	1905	2145	1	106555729	LOC106555729	<1..>241	1	<1..>239	1	2..>239	1	1	2
WeinellEntry760	yes	yes	yes	NW_013661560.1:19633-19873	NW_013661560.1	19633	19873	1	106556247	LOC106556247	<1..>241	-1	<1..>203	-1	39..>203	-1	1	3
WeinellEntry761	yes	yes	yes	NW_013657770.1:545457-545697	NW_013657770.1	545457	545697	1	106557042	TDG	<1..>241	-1	<1..>184;<1..>184	-1;-1	57..>184;57..>184	-1;-1	3;3	3;3
WeinellEntry762	yes	yes	yes	NW_013659229.1:2514-2754	NW_013659229.1	2514	2754	1	106550634	LOC106550634	<39..>241	1	<39..>203	1	<39..>203	1	1	3
WeinellEntry763	yes	yes	yes	NW_013658767.1:116095-119695	NW_013658767.1	116095	119695	1	106548053	ZNF804B	<1..>3601	-1	<1..>3548	-1	53..>3548	-1	2	1
WeinellEntry764	yes	yes	yes	NW_013657910.1:829001-829361	NW_013657910.1	829001	829361	1	106539505	LOC106539505	<1..>361	-1	<1..>306	-1	56..>306	-1	3	1
WeinellEntry765	yes	yes	yes	NW_013658615.1:34510-36070	NW_013658615.1	34510	36070	1	106546970	ADAR	<1..>1561	1	<40..>1522	1	<40..>1522	1	3	3
WeinellEntry766	yes	yes	yes	NW_013658990.1:4888-5128	NW_013658990.1	4888	5128	1	106549396	LOC106549396	<1..>241	-1	<25..>217	-1	<25..>217	-1	3	3
WeinellEntry767	yes	yes	yes	NW_013658528.1:499128-499968	NW_013658528.1	499128	499968	1	106546252	INCENP	<1..>841	-1	<44..>797	-1	<44..>797	-1	2	1
WeinellEntry768	yes	yes	yes	NW_013657761.1:781231-781711	NW_013657761.1	781231	781711	1	106556845	SSNA1	<1..>481	1	<1..>481	1	55..426	1	1	1
WeinellEntry769	yes	yes	yes	NW_013658015.1:838339-838699	NW_013658015.1	838339	838699	1	106541060	SCNN1D	<1..>361	1	<57..>304	1	<57..>304	1	2	1
WeinellEntry770	yes	yes	yes	NW_013658143.1:106491-108051	NW_013658143.1	106491	108051	1	106542698	LOC106542698	<1..1548	1	<1..1548	1	13..1548	1	1	1
WeinellEntry771	yes	yes	yes	NW_013659855.1:29980-30940	NW_013659855.1	29980	30940	1	106553072	LOC106553072	12..950	1	12..950	1	12..950	1	1	3
WeinellEntry773	yes	yes	yes	NW_013660553.1:75098-75698	NW_013660553.1	75098	75698	1	106554829	CDCA5	<1..>601	-1	<36..>566	-1	<36..>566	-1	1	3
WeinellEntry774	yes	yes	yes	NW_013661009.1:25027-25987	NW_013661009.1	25027	25987	1	106555591	LOC106555591	<1..>961	1	<43..>918	1	<43..>918	1	1	1
WeinellEntry775	yes	yes	yes	NW_013658237.1:643217-644177	NW_013658237.1	643217	644177	1	106543623	LINS1	<1..>961	1	<41..>961	1	<41..920	1	2	3
WeinellEntry776	yes	yes	yes	NW_013659883.1:45028-45868	NW_013659883.1	45028	45868	1	106553150	LOC106553150	<1..>841	-1	<13..>828	-1	<13..>828	-1	1	2
WeinellEntry777	yes	yes	yes	NW_013660262.1:30235-30955	NW_013660262.1	30235	30955	1	106554224	TSC1	<1..>721	1	<44..>677	1	<44..>677	1	—	–
WeinellEntry778	yes	yes	yes	NW_013658325.1:101887-102127	NW_013658325.1	101887	102127	1	106544529;106544531	LOC106544529;LOC106544531	<1..213;<1..>241	-1;1	<49..213	-1	<49..192	-1	1	2
WeinellEntry780	yes	yes	yes	NW_013660328.1:95300-95660	NW_013660328.1	95300	95660	1	106554387	LOC106554387	<1..347	1	<15..347	1	<15..347	1	1	3
WeinellEntry781	yes	no	yes	NW_013660057.1:49115-49475	NW_013660057.1	49115	49475	1	106553679	LOC106553679	26..>361	-1	–	–	26..>336	-1	–	1
WeinellEntry782	yes	yes	yes	NW_013657895.1:809877-810237	NW_013657895.1	809877	810237	1	106539268	VSIG10	<1..>361	-1	<39..>323	-1	<39..>323	-1	3	2
WeinellEntry783	yes	yes	yes	NW_013657739.1:557628-558108	NW_013657739.1	557628	558108	1	106551820;106551830	GRIN2A;ATF7IP2	<1..>481;<49..>481	-1;1	<49..>481	1	<49..432	1	1	1
WeinellEntry784	yes	yes	yes	NW_013658362.1:408913-409273	NW_013658362.1	408913	409273	1	106544791	LOC106544791	<1..>332	-1	<29..>332	-1	<29..>332	-1	2	1
WeinellEntry785	yes	yes	yes	NW_013657686.1:1034317-1035637	NW_013657686.1	1034317	1035637	1	106557166	AHR	<1..>1321	1	<34..>1288	1	<34..>1288	1	2	2
WeinellEntry786	yes	yes	yes	NW_013659149.1:207133-207373	NW_013659149.1	207133	207373	1	106550249	LOC106550249	<1..>241	1	<46..>196;<46..>196;<46..>196	1;1;1	<46..>196;<46..>196;<46..>196	1;1;1	2;2;2	2;2;2
WeinellEntry787	yes	yes	yes	NW_013659779.1:147829-148189	NW_013659779.1	147829	148189	1	106552817	LOC106552817	<1..>361	-1	<43..>318	-1	<43..>318	-1	3	1
WeinellEntry788	yes	yes	yes	NW_013658829.1:212381-213341	NW_013658829.1	212381	213341	1	106548418	LOC106548418	<1..>961	1	<51..>911	1	<51..>911	1	1	3
WeinellEntry789	yes	yes	yes	NW_013658109.1:554583-554943	NW_013658109.1	554583	554943	1	106542289	LOC106542289	39..>361	-1	39..>322	-1	39..>322	-1	3	3
WeinellEntry790	yes	yes	yes	NW_013657804.1:825547-826147	NW_013657804.1	825547	826147	1	106537666	LOC106537666	1..600	-1	1..600	-1	1..600	-1	1	2
WeinellEntry791	yes	yes	yes	NW_013659383.1:132974-133214	NW_013659383.1	132974	133214	1	106551344	LOC106551344	<58..>241	-1	<58..>183	-1	<58..>183	-1	3	1
WeinellEntry792	yes	yes	yes	NW_013658231.1:347348-347588	NW_013658231.1	347348	347588	1	106543569	CEL	<1..>241	-1	<1..>218	-1	23..>218	-1	2	1
WeinellEntry793	yes	yes	yes	NW_013660241.1:18683-19163	NW_013660241.1	18683	19163	1	106554172	CORIN	<52..>481	1	<52..>429	1	<52..>429	1	3	3
WeinellEntry794	yes	yes	yes	NW_013658696.1:10357-11077	NW_013658696.1	10357	11077	1	106547559	LOC106547559	58..663	1	58..663	1	58..663	1	1	1
WeinellEntry795	yes	yes	yes	NW_013658667.1:25912-26872	NW_013658667.1	25912	26872	1	106547330	LOC106547330	19..942	1	19..942	1	19..942	1	1	1
WeinellEntry796	yes	yes	yes	NW_013659002.1:254758-254998	NW_013659002.1	254758	254998	1	106549479	CHRDL1	<1..>241	1	<42..>200	1	<42..>200	1	3	2
WeinellEntry797	yes	yes	yes	NW_013658179.1:187105-187345	NW_013658179.1	187105	187345	1	106543090	LOC106543090	<35..>241	-1	<35..>206	-1	<35..>206	-1	3	2
WeinellEntry798	yes	yes	yes	NW_013658704.1:17182-17422	NW_013658704.1	17182	17422	1	106547622	DENND4B	<1..>241	1	<51..>190	1	<51..>190	1	1	3
WeinellEntry799	yes	yes	yes	NW_013659900.1:154586-154826	NW_013659900.1	154586	154826	1	106553193	LOC106553193	<1..>241	1	<41..>241	1	<41..201	1	3	1
WeinellEntry800	yes	yes	yes	NW_013658923.1:85486-85966	NW_013658923.1	85486	85966	1	106548993	LOC106548993	<1..>481	-1	<1..>481	-1	33..449	-1	1	3
WeinellEntry801	yes	yes	yes	NW_013658905.1:242376-242616	NW_013658905.1	242376	242616	1	106548883	MOV10	<1..>241	-1	<54..>241	-1	<54..187	-1	1	1
WeinellEntry802	yes	yes	yes	NW_013659455.1:88804-89044	NW_013659455.1	88804	89044	1	106551638	LOC106551638	<1..>241	-1	<58..>183	-1	<58..>183	-1	3	1
WeinellEntry803	yes	yes	yes	NW_013659501.1:75727-75967	NW_013659501.1	75727	75967	1	106551827	LOC106551827	<1..>241	1	<25..>216	1	<25..>216	1	3	3
WeinellEntry804	yes	yes	yes	NW_013657773.1:771645-771885	NW_013657773.1	771645	771885	1	106557085	LOC106557085	<1..>241	1	<31..>211	1	<31..>211	1	1	1
WeinellEntry805	yes	yes	yes	NW_013657846.1:805534-805774	NW_013657846.1	805534	805774	1	106538459	LOC106538459	<1..>241	-1	<11..>230	-1	<11..>230	-1	—	–
WeinellEntry806	yes	yes	yes	NW_013659174.1:118279-121399	NW_013659174.1	118279	121399	1	106550354	KIAA1522	<1..>3121	-1	<39..>3083	-1	<39..>3083	-1	—	–
WeinellEntry807	yes	yes	yes	NW_013659315.1:260858-261938	NW_013659315.1	260858	261938	1	106551028	LOC106551028	<1..>1081	-1	<1..335;861..>1051;<1..>1051	-1;-1;-1	31..335;861..>1051;31..>1051	-1;-1;-1	3;2;2	2;2;2
WeinellEntry809	yes	yes	yes	NW_013658120.1:395646-395886	NW_013658120.1	395646	395886	1	106542406	ASGR1	<1..>241	-1	<33..>208	-1	<33..>208	-1	3	3
WeinellEntry810	yes	yes	yes	NW_013657916.1:30923-31163	NW_013657916.1	30923	31163	1	106539604	LOC106539604	<1..>241	-1	<24..>218	-1	<24..>218	-1	3	2
WeinellEntry811	yes	yes	yes	NW_013660180.1:90267-91107	NW_013660180.1	90267	91107	1	106554013	LOC106554013	<1..>841	-1	<5..>841	-1	<5..837	-1	1	2
WeinellEntry812	yes	yes	yes	NW_013658699.1:187869-188709	NW_013658699.1	187869	188709	1	106547597	LOC106547597	<1..>841	1	<43..>799	1	<43..>799	1	1	1
WeinellEntry813	yes	yes	yes	NW_013662075.1:355-595	NW_013662075.1	355	595	1	106556565	SERPINB1	<1..>241	1	<1..>201	1	40..>201	1	1	1
WeinellEntry815	yes	yes	yes	NW_013659603.1:26064-26304	NW_013659603.1	26064	26304	1	106552261	SLC31A2	<1..>241	1	<29..>212;<29..>212	1;1	<29..>212;<29..>212	1;1	3;3	1;1
WeinellEntry816	yes	yes	yes	NW_013660031.1:111703-112663	NW_013660031.1	111703	112663	1	106553597	FGA	<1..>961	-1	<59..>902	-1	<59..>902	-1	1	3
WeinellEntry817	yes	yes	yes	NW_013658070.1:730527-730767	NW_013658070.1	730527	730767	1	106541787	LOC106541787	<1..>241	1	<6..>236	1	<6..>236	1	1	3
WeinellEntry818	yes	yes	yes	NW_013658077.1:891423-891783	NW_013658077.1	891423	891783	1	106541895	CADPS2	<1..>361	-1	<7..>361	-1	<7..354	-1	1	2
WeinellEntry819	yes	yes	yes	NW_013658719.1:1848-2208	NW_013658719.1	1848	2208	1	106547716	LOC106547716	<36..>361	1	<36..>326	1	<36..>326	1	3	2
WeinellEntry820	yes	yes	yes	NW_013658073.1:417615-418095	NW_013658073.1	417615	418095	1	106541813	TERF2IP	<1..>481	1	<28..>481	1	<28..453	1	1	1
WeinellEntry821	yes	yes	yes	NW_013658406.1:456701-459821	NW_013658406.1	456701	459821	1	106545200	OTOG	<1..>3121	1	<18..>3103	1	<18..>3103	1	3	2
WeinellEntry822	yes	yes	yes	NW_013659317.1:57133-57373	NW_013659317.1	57133	57373	1	106551041	NDUFB8	<1..>241	1	<43..>198	1	<43..>198	1	—	–
WeinellEntry823	yes	yes	yes	NW_013658204.1:501059-501299	NW_013658204.1	501059	501299	1	106543312	LOC106543312	<1..>241	1	<31..>210	1	<31..>210	1	1	1
WeinellEntry824	yes	yes	yes	NW_013657704.1:1064092-1064452	NW_013657704.1	1064092	1064452	1	106542975	LOC106542975	<1..>361	1	<45..>316;<45..>316	1;1	<45..316;<45..316	1;1	3;3	2;2
WeinellEntry825	yes	yes	yes	NW_013657984.1:149946-150186	NW_013657984.1	149946	150186	1	106540681	PGC	<1..>241	-1	<60..>181	-1	<60..>181	-1	3	3
WeinellEntry826	yes	yes	yes	NW_013658829.1:246719-247439	NW_013658829.1	246719	247439	1	106548422	LOC106548422	<1..>721	1	<9..>713	1	<9..>713	1	1	3
WeinellEntry827	yes	yes	yes	NW_013658704.1:229287-230007	NW_013658704.1	229287	230007	1	106547624	LOC106547624	<1..>721	1	<20..>701	1	<20..>701	1	1	2
WeinellEntry828	yes	yes	yes	NW_013662164.1:5815-6775	NW_013662164.1	5815	6775	1	106556586	PRR35	<1..>961	1	<44..>961;<47..>961	1;1	<44..917;<47..917	1;1	2;2	3;3
WeinellEntry829	yes	yes	yes	NW_013660104.1:63006-63246	NW_013660104.1	63006	63246	1	106553822	LOC106553822	<1..>241	1	<53..>188	1	<53..>188	1	3	1
WeinellEntry830	yes	yes	yes	NW_013658001.1:150044-150884	NW_013658001.1	150044	150884	1	106540876	DOK3	<1..>841	-1	<1..>804	-1	37..>804	-1	1	2
WeinellEntry831	yes	yes	yes	NW_013659423.1:70746-71586	NW_013659423.1	70746	71586	1	106551522	CHAF1A	<1..>841	1	<15..>826	1	<15..>826	1	3	2
WeinellEntry832	yes	yes	yes	NW_013660019.1:115339-115819	NW_013660019.1	115339	115819	1	106553549	LOC106553549	<1..>481	1	<54..>481	1	<54..428	1	1	3
WeinellEntry833	yes	yes	yes	NW_013659539.1:145323-145563	NW_013659539.1	145323	145563	1	106551986	LOC106551986	<1..>241	1	<58..>184	1	<58..>184	1	—	–
WeinellEntry834	yes	yes	yes	NW_013660126.1:34917-35157	NW_013660126.1	34917	35157	1	106553885	TCN2	<1..>241	-1	<26..>215	-1	<26..>215	-1	3	2
WeinellEntry835	yes	yes	yes	NW_013658656.1:444519-444759	NW_013658656.1	444519	444759	1	106547257	LOC106547257	20..>241	-1	20..>188	-1	53..>188	-1	2	1
WeinellEntry837	yes	yes	yes	NW_013658958.1:355295-355535	NW_013658958.1	355295	355535	1	106549216	LOC106549216	<1..>237	-1	<5..>237	-1	<5..>237	-1	2	3
WeinellEntry838	yes	no	yes	NW_013658156.1:185818-186178	NW_013658156.1	185818	186178	1	106542816	LOC106542816	<1..340	1	–	–	<21..340	1	–	1
WeinellEntry839	yes	yes	yes	NW_013658294.1:528772-529012	NW_013658294.1	528772	529012	1	106544214	LOC106544214	<1..>241	1	<49..>192	1	<49..>192	1	3	3
WeinellEntry840	yes	yes	yes	NW_013658501.1:140673-141633	NW_013658501.1	140673	141633	1	106546002	PARG	<1..>961	-1	<6..>956;<6..>956;<704..795	-1;-1;-1	<6..>956;<6..>956;<704..714	-1;-1;-1	2;2;skipped because CDS < 15bp	1;1;skipped because CDS < 15bp
WeinellEntry841	yes	yes	yes	NW_013657705.1:471209-472169	NW_013657705.1	471209	472169	1	106543291;106543279	LOC106543291;LOC106543279	<1..>961;<1..>961	-1;-1	<13..>961	-1	<13..948	-1	1	2
WeinellEntry842	yes	yes	yes	NW_013657815.1:246017-246257	NW_013657815.1	246017	246257	1	106537901	LOC106537901	<27..>241	-1	<27..>215	-1	<27..>215	-1	1	3
WeinellEntry843	yes	yes	yes	NW_013660853.1:42492-42732	NW_013660853.1	42492	42732	1	106555331	LOC106555331	<1..>218	1	<23..>218	1	<23..>218	1	3	1
WeinellEntry844	yes	yes	yes	NW_013659337.1:88881-90921	NW_013659337.1	88881	90921	1	106551140	LOC106551140	<1..>2041	-1	<38..>2003	-1	<38..2003	-1	1	3
WeinellEntry845	yes	yes	yes	NW_013658402.1:565191-565551	NW_013658402.1	565191	565551	1	106545174	LOC106545174	37..>361	1	37..>324	1	37..>324	1	1	1
WeinellEntry846	yes	yes	yes	NW_013658125.1:207468-207708	NW_013658125.1	207468	207708	1	106542467	ITGA6	<1..>241	1	<42..>199;<42..>199	1;1	<42..>199;<42..>199	1;1	—;—	–;–
WeinellEntry847	yes	yes	yes	NW_013658992.1:162980-164180	NW_013658992.1	162980	164180	1	106549413	LOC106549413	33..>1201	1	33..>1201	1	39..1163	1	1	3
WeinellEntry848	yes	yes	yes	NW_013657913.1:27567-28647	NW_013657913.1	27567	28647	1	106539547	DCLRE1C	51..>1081	-1	51..>1030	-1	51..>1030	-1	3	3
WeinellEntry849	yes	no	yes	NW_013658626.1:305984-306584	NW_013658626.1	305984	306584	1	106547026	LOC106547026	<1..553	1	–	–	<48..553	1	–	1
WeinellEntry850	yes	yes	yes	NW_013657713.1:1123277-1123517	NW_013657713.1	1123277	1123517	1	106545083	LOC106545083	<1..>241	1	<56..>185	1	<56..>185	1	1	2
WeinellEntry851	yes	yes	yes	NW_013658025.1:674126-674486	NW_013658025.1	674126	674486	1	106541243	ERCC6	<1..>361	1	<1..>339	1	23..>339	1	1	2
WeinellEntry852	yes	yes	yes	NW_013657745.1:1485832-1487992	NW_013657745.1	1485832	1487992	1	106553525	ARID5B	<1..>2161	1	<49..>2161	1	<49..2112	1	1	1
WeinellEntry854	yes	yes	yes	NW_013658844.1:21791-22031	NW_013658844.1	21791	22031	1	106548522	TSGA13	<1..>241	-1	<18..>224	-1	<18..>224	-1	1	3
WeinellEntry855	yes	yes	yes	NW_013658365.1:552503-552743	NW_013658365.1	552503	552743	1	106544840	LOC106544840	<1..>241	1	<58..>184	1	<58..>184	1	1	1
WeinellEntry856	yes	yes	yes	NW_013658025.1:859845-860085	NW_013658025.1	859845	860085	1	106541247	LOC106541247	<1..>241	-1	<19..>222	-1	<19..>222	-1	1	2
WeinellEntry857	yes	yes	yes	NW_013658935.1:81323-81683	NW_013658935.1	81323	81683	1	106549087	BEND7	<1..>313	-1	<48..>313	-1	<48..>313	-1	3	3
WeinellEntry858	yes	yes	yes	NW_013660463.1:75742-75982	NW_013660463.1	75742	75982	1	106554665	LOC106554665	<1..>241	-1	<1..>211	-1	30..>211	-1	3	3
WeinellEntry859	yes	yes	yes	NW_013659266.1:276171-276411	NW_013659266.1	276171	276411	1	106550785	BAIAP2L1	<1..>241	1	<13..>241	1	<13..228	1	1	1
WeinellEntry860	yes	yes	yes	NW_013657961.1:482034-482394	NW_013657961.1	482034	482394	1	106540381	LOC106540381	<1..>361	1	<15..>347	1	<15..>347	1	3	2
WeinellEntry861	yes	yes	yes	NW_013657831.1:157467-158187	NW_013657831.1	157467	158187	1	106538205	SYDE1	<1..>721	1	<16..>705	1	<16..>705	1	3	3
WeinellEntry862	yes	yes	yes	NW_013658286.1:663548-664388	NW_013658286.1	663548	664388	1	106544126	ZCCHC8	<1..>841	1	<17..>841	1	<17..825	1	3	1
WeinellEntry863	yes	yes	yes	NW_013657703.1:1463804-1464044	NW_013657703.1	1463804	1464044	1	106542557	ALS2CL	<1..>241	1	<32..>209	1	<32..>209	1	3	1
WeinellEntry865	yes	yes	yes	NW_013658532.1:154310-154550	NW_013658532.1	154310	154550	1	106546301	PRUNE	<1..>241	1	<29..>213	1	<29..>213	1	2	3
WeinellEntry866	yes	yes	yes	NW_013657727.1:65274-65514	NW_013657727.1	65274	65514	1	106548753	SFSWAP	<1..>241	1	<37..>205	1	<37..>205	1	1	1
WeinellEntry867	yes	yes	yes	NW_013657843.1:156288-157248	NW_013657843.1	156288	157248	1	106538406	LOC106538406	<1..>961	-1	<49..>912	-1	<49..>912	-1	2	3
WeinellEntry868	yes	yes	yes	NW_013658769.1:372572-374492	NW_013658769.1	372572	374492	1	106548074	LOC106548074	<1..>1921	-1	<14..>1907	-1	<14..>1907	-1	—	–
WeinellEntry869	yes	yes	yes	NW_013658453.1:456643-457003	NW_013658453.1	456643	457003	1	106545621	CERCAM	<1..>361	-1	<45..>307	-1	55..>307	-1	2	2
WeinellEntry870	yes	yes	yes	NW_013657705.1:884019-884259	NW_013657705.1	884019	884259	1	106543315	LOC106543315	<1..>241	1	<54..>188;<54..>188	1;1	<54..>188;<54..>188	1;1	3;3	2;2
WeinellEntry871	yes	yes	yes	NW_013660559.1:77312-77672	NW_013660559.1	77312	77672	1	106554832	LOC106554832	8..>361	1	8..>353	1	8..>353	1	1	2
WeinellEntry872	yes	yes	yes	NW_013658083.1:592743-592983	NW_013658083.1	592743	592983	1	106541966;106541968	LOC106541966;LOC106541968	<1..>241;<1..>241	1;-1	<50..>192;<50..>192	1;1	<50..>192;<50..>192	1;1	1;1	2;2
WeinellEntry874	yes	yes	yes	NW_013658891.1:259492-260572	NW_013658891.1	259492	260572	1	106548795	MAS1	<1..1027	1	<55..1027	1	<55..1027	1	2	2
WeinellEntry875	yes	yes	yes	NW_013657913.1:167-647	NW_013657913.1	167	647	1	106539550	LOC106539550	<1..>447	-1	<1..>447	-1	34..>447	-1	1	2
WeinellEntry876	yes	yes	yes	NW_013658465.1:547858-548218	NW_013658465.1	547858	548218	1	106545697	LOC106545697	<1..>319	1	<42..>319	1	<42..>319	1	3	2
WeinellEntry877	yes	yes	yes	NW_013658252.1:322584-323544	NW_013658252.1	322584	323544	1	106543776	LOC106543776	12..950	-1	12..950	-1	12..950	-1	1	3
WeinellEntry879	yes	yes	yes	NW_013659743.1:1223-263	NW_013659743.1	1223	263	1	106552720	LOC106552720	<47..>961	-1	<47..>914	-1	<47..>914	-1	1	3
WeinellEntry880	yes	yes	yes	NW_013658049.1:1112472-1113192	NW_013658049.1	1112472	1113192	1	106541536	LCA5L	<1..663	1	<59..663	1	<59..663	1	3	1
WeinellEntry881	yes	yes	yes	NW_013658674.1:250556-251276	NW_013658674.1	250556	251276	1	106547369	LOC106547369	<1..>721	1	<54..>667	1	<54..>667	1	3	2
WeinellEntry882	yes	yes	yes	NW_013657898.1:656262-656502	NW_013657898.1	656262	656502	1	106539326	IFIH1	<43..>241	1	<43..>199	1	<43..>199	1	1	1
