coordinates	ContigAccession	StartPosition	EndPosition	TargetLength
QLTV01001733.1:299105-300017	QLTV01001733.1	299105	300017	912
QLTV01001733.1:756599-757549	QLTV01001733.1	756599	757549	950
QLTV01001740.1:249963-250923	QLTV01001740.1	249963	250923	960
QLTV01001743.1:128598-129547	QLTV01001743.1	128598	129547	949
QLTV01001743.1:128598-129584	QLTV01001743.1	128598	129584	986
QLTV01001745.1:114133-115084	QLTV01001745.1	114133	115084	951
QLTV01001747.1:119098-120058	QLTV01001747.1	119098	120058	960
QLTV01001765.1:564128-565100	QLTV01001765.1	564128	565100	972
QLTV01001765.1:742736-743647	QLTV01001765.1	742736	743647	911
QLTV01001769.1:927561-928473	QLTV01001769.1	927561	928473	912
QLTV01001769.1:927561-928497	QLTV01001769.1	927561	928497	936
QLTV01001769.1:2006334-2007313	QLTV01001769.1	2006334	2007313	979
QLTV01001769.1:2163790-2164727	QLTV01001769.1	2163790	2164727	937
QLTV01001796.1:2336982-2337930	QLTV01001796.1	2336982	2337930	948
QLTV01001797.1:170386-171379	QLTV01001797.1	170386	171379	993
QLTV01001802.1:2635813-2636773	QLTV01001802.1	2635813	2636773	960
QLTV01001802.1:3787263-3788233	QLTV01001802.1	3787263	3788233	970
QLTV01001802.1:3823820-3824779	QLTV01001802.1	3823820	3824779	959
QLTV01001804.1:1320622-1321605	QLTV01001804.1	1320622	1321605	983
QLTV01001804.1:1386865-1387837	QLTV01001804.1	1386865	1387837	972
QLTV01001810.1:1812250-1813212	QLTV01001810.1	1812250	1813212	962
QLTV01001812.1:690436-691366	QLTV01001812.1	690436	691366	930
QLTV01001813.1:31416-32402	QLTV01001813.1	31416	32402	986
QLTV01001816.1:1243932-1244851	QLTV01001816.1	1243932	1244851	919
QLTV01001816.1:1674813-1675728	QLTV01001816.1	1674813	1675728	915
QLTV01001816.1:1768321-1769279	QLTV01001816.1	1768321	1769279	958
QLTV01001816.1:1845046-1846032	QLTV01001816.1	1845046	1846032	986
QLTV01001816.1:1873228-1874185	QLTV01001816.1	1873228	1874185	957
QLTV01001816.1:3543698-3544650	QLTV01001816.1	3543698	3544650	952
QLTV01001823.1:543525-544517	QLTV01001823.1	543525	544517	992
QLTV01001823.1:1171542-1172463	QLTV01001823.1	1171542	1172463	921
QLTV01001824.1:1678235-1679165	QLTV01001824.1	1678235	1679165	930
QLTV01001824.1:1678235-1679185	QLTV01001824.1	1678235	1679185	950
QLTV01001825.1:95714-96644	QLTV01001825.1	95714	96644	930
QLTV01001826.1:142712-143617	QLTV01001826.1	142712	143617	905
QLTV01001832.1:589870-590779	QLTV01001832.1	589870	590779	909
QLTV01001839.1:3494386-3495310	QLTV01001839.1	3494386	3495310	924
QLTV01001839.1:3772638-3773592	QLTV01001839.1	3772638	3773592	954
QLTV01001848.1:389528-390502	QLTV01001848.1	389528	390502	974
QLTV01001849.1:402187-403126	QLTV01001849.1	402187	403126	939
QLTV01001849.1:3319155-3320113	QLTV01001849.1	3319155	3320113	958
QLTV01001867.1:409-1352	QLTV01001867.1	409	1352	943
QLTV01001992.1:340594-341553	QLTV01001992.1	340594	341553	959
QLTV01001994.1:154836-155762	QLTV01001994.1	154836	155762	926
QLTV01001994.1:154836-155783	QLTV01001994.1	154836	155783	947
QLTV01001997.1:601268-602213	QLTV01001997.1	601268	602213	945
QLTV01001997.1:630903-631888	QLTV01001997.1	630903	631888	985
QLTV01001997.1:2433323-2434272	QLTV01001997.1	2433323	2434272	949
QLTV01001999.1:403051-404002	QLTV01001999.1	403051	404002	951
QLTV01002002.1:560422-561356	QLTV01002002.1	560422	561356	934
QLTV01002003.1:854308-855249	QLTV01002003.1	854308	855249	941
QLTV01002005.1:385908-386848	QLTV01002005.1	385908	386848	940
QLTV01002008.1:127041-127980	QLTV01002008.1	127041	127980	939
QLTV01002009.1:2701511-2702447	QLTV01002009.1	2701511	2702447	936
QLTV01002011.1:742791-743742	QLTV01002011.1	742791	743742	951
QLTV01002011.1:1054406-1055352	QLTV01002011.1	1054406	1055352	946
QLTV01002015.1:1990042-1990966	QLTV01002015.1	1990042	1990966	924
QLTV01002018.1:739423-740395	QLTV01002018.1	739423	740395	972
QLTV01002037.1:384672-385578	QLTV01002037.1	384672	385578	906
QLTV01002055.1:34175-35141	QLTV01002055.1	34175	35141	966
QLTV01002056.1:779045-780035	QLTV01002056.1	779045	780035	990
QLTV01002072.1:61179-62158	QLTV01002072.1	61179	62158	979
QLTV01002105.1:1631600-1632584	QLTV01002105.1	1631600	1632584	984
QLTV01002106.1:388326-389306	QLTV01002106.1	388326	389306	980
QLTV01002108.1:581772-582734	QLTV01002108.1	581772	582734	962
QLTV01002109.1:9739-10695	QLTV01002109.1	9739	10695	956
QLTV01002110.1:931591-932494	QLTV01002110.1	931591	932494	903
QLTV01002110.1:2853473-2854408	QLTV01002110.1	2853473	2854408	935
QLTV01002113.1:422674-423606	QLTV01002113.1	422674	423606	932
QLTV01002113.1:422674-423635	QLTV01002113.1	422674	423635	961
QLTV01002113.1:803154-804136	QLTV01002113.1	803154	804136	982
QLTV01002115.1:827427-828426	QLTV01002115.1	827427	828426	999
QLTV01002118.1:259135-260104	QLTV01002118.1	259135	260104	969
QLTV01002118.1:361949-362887	QLTV01002118.1	361949	362887	938
QLTV01002121.1:434667-435639	QLTV01002121.1	434667	435639	972
QLTV01002121.1:835989-836940	QLTV01002121.1	835989	836940	951
QLTV01002121.1:1254138-1255042	QLTV01002121.1	1254138	1255042	904
QLTV01002121.1:1254138-1255093	QLTV01002121.1	1254138	1255093	955
QLTV01002121.1:1325064-1325991	QLTV01002121.1	1325064	1325991	927
QLTV01002121.1:1345751-1346670	QLTV01002121.1	1345751	1346670	919
QLTV01002129.1:20686-21664	QLTV01002129.1	20686	21664	978
QLTV01002129.1:712124-713074	QLTV01002129.1	712124	713074	950
QLTV01002130.1:30444-31435	QLTV01002130.1	30444	31435	991
QLTV01002131.1:69398-70333	QLTV01002131.1	69398	70333	935
QLTV01002131.1:123740-124701	QLTV01002131.1	123740	124701	961
QLTV01002140.1:1882286-1883214	QLTV01002140.1	1882286	1883214	928
QLTV01002141.1:1465566-1466487	QLTV01002141.1	1465566	1466487	921
QLTV01002141.1:1487041-1488034	QLTV01002141.1	1487041	1488034	993
QLTV01002141.1:4416111-4417029	QLTV01002141.1	4416111	4417029	918
QLTV01002143.1:49750-50736	QLTV01002143.1	49750	50736	986
QLTV01002149.1:1590631-1591606	QLTV01002149.1	1590631	1591606	975
QLTV01002149.1:2539330-2540308	QLTV01002149.1	2539330	2540308	978
QLTV01002160.1:188058-189005	QLTV01002160.1	188058	189005	947
QLTV01002167.1:1243430-1244409	QLTV01002167.1	1243430	1244409	979
QLTV01002253.1:1274189-1275127	QLTV01002253.1	1274189	1275127	938
QLTV01002253.1:1274189-1275156	QLTV01002253.1	1274189	1275156	967
QLTV01002253.1:2265137-2266080	QLTV01002253.1	2265137	2266080	943
QLTV01002253.1:2265137-2266127	QLTV01002253.1	2265137	2266127	990
QLTV01002256.1:422791-423743	QLTV01002256.1	422791	423743	952
QLTV01002258.1:346843-347835	QLTV01002258.1	346843	347835	992
QLTV01002258.1:1190438-1191425	QLTV01002258.1	1190438	1191425	987
QLTV01002258.1:2015968-2016962	QLTV01002258.1	2015968	2016962	994
QLTV01002259.1:2596917-2597890	QLTV01002259.1	2596917	2597890	973
QLTV01002260.1:2382021-2382925	QLTV01002260.1	2382021	2382925	904
QLTV01002260.1:2720520-2721501	QLTV01002260.1	2720520	2721501	981
QLTV01002260.1:3685912-3686873	QLTV01002260.1	3685912	3686873	961
QLTV01002260.1:5031452-5032408	QLTV01002260.1	5031452	5032408	956
QLTV01002262.1:811376-812341	QLTV01002262.1	811376	812341	965
QLTV01002262.1:1473846-1474842	QLTV01002262.1	1473846	1474842	996
QLTV01002264.1:562178-563091	QLTV01002264.1	562178	563091	913
QLTV01002264.1:1000944-1001932	QLTV01002264.1	1000944	1001932	988
QLTV01002264.1:2305130-2306090	QLTV01002264.1	2305130	2306090	960
QLTV01002264.1:2518461-2519388	QLTV01002264.1	2518461	2519388	927
QLTV01002264.1:2606459-2607399	QLTV01002264.1	2606459	2607399	940
QLTV01002264.1:2682678-2683607	QLTV01002264.1	2682678	2683607	929
QLTV01002265.1:64154-65123	QLTV01002265.1	64154	65123	969
QLTV01002265.1:3245407-3246390	QLTV01002265.1	3245407	3246390	983
QLTV01002265.1:4428047-4429041	QLTV01002265.1	4428047	4429041	994
QLTV01002273.1:582502-583416	QLTV01002273.1	582502	583416	914
QLTV01002273.1:857142-858124	QLTV01002273.1	857142	858124	982
QLTV01002278.1:1748026-1748942	QLTV01002278.1	1748026	1748942	916
QLTV01002279.1:187853-188765	QLTV01002279.1	187853	188765	912
QLTV01002279.1:3996424-3997338	QLTV01002279.1	3996424	3997338	914
QLTV01002286.1:218316-219278	QLTV01002286.1	218316	219278	962
QLTV01002414.1:902436-903412	QLTV01002414.1	902436	903412	976
QLTV01002414.1:1236201-1237117	QLTV01002414.1	1236201	1237117	916
QLTV01002419.1:1949036-1949986	QLTV01002419.1	1949036	1949986	950
QLTV01002419.1:2120159-2121083	QLTV01002419.1	2120159	2121083	924
QLTV01002419.1:2517428-2518394	QLTV01002419.1	2517428	2518394	966
QLTV01002419.1:6217206-6218144	QLTV01002419.1	6217206	6218144	938
QLTV01002419.1:6397637-6398562	QLTV01002419.1	6397637	6398562	925
QLTV01002419.1:6771294-6772284	QLTV01002419.1	6771294	6772284	990
QLTV01002419.1:12635929-12636921	QLTV01002419.1	12635929	12636921	992
QLTV01002421.1:1189220-1190132	QLTV01002421.1	1189220	1190132	912
QLTV01002422.1:609461-610428	QLTV01002422.1	609461	610428	967
QLTV01002422.1:3685151-3686064	QLTV01002422.1	3685151	3686064	913
QLTV01002422.1:4349877-4350823	QLTV01002422.1	4349877	4350823	946
QLTV01002422.1:4917206-4918131	QLTV01002422.1	4917206	4918131	925
QLTV01002422.1:5283587-5284527	QLTV01002422.1	5283587	5284527	940
QLTV01002426.1:646424-647339	QLTV01002426.1	646424	647339	915
QLTV01002428.1:22942-23927	QLTV01002428.1	22942	23927	985
QLTV01002428.1:392561-393535	QLTV01002428.1	392561	393535	974
QLTV01002428.1:392561-393559	QLTV01002428.1	392561	393559	998
QLTV01002430.1:749079-750003	QLTV01002430.1	749079	750003	924
QLTV01002434.1:491357-492316	QLTV01002434.1	491357	492316	959
QLTV01002434.1:933150-934115	QLTV01002434.1	933150	934115	965
QLTV01002436.1:499129-500076	QLTV01002436.1	499129	500076	947
QLTV01002438.1:321513-322461	QLTV01002438.1	321513	322461	948
QLTV01002438.1:792410-793337	QLTV01002438.1	792410	793337	927
QLTV01002438.1:1478709-1479632	QLTV01002438.1	1478709	1479632	923
QLTV01002442.1:292530-293455	QLTV01002442.1	292530	293455	925
QLTV01002442.1:325418-326379	QLTV01002442.1	325418	326379	961
QLTV01002442.1:473972-474901	QLTV01002442.1	473972	474901	929
QLTV01002447.1:1843815-1844728	QLTV01002447.1	1843815	1844728	913
QLTV01002447.1:3549932-3550924	QLTV01002447.1	3549932	3550924	992
QLTV01002447.1:3642639-3643623	QLTV01002447.1	3642639	3643623	984
QLTV01002457.1:1167995-1168936	QLTV01002457.1	1167995	1168936	941
QLTV01002460.1:26331-27290	QLTV01002460.1	26331	27290	959
QLTV01002467.1:12540-13501	QLTV01002467.1	12540	13501	961
QLTV01002492.1:1425233-1426164	QLTV01002492.1	1425233	1426164	931
QLTV01002492.1:1536649-1537583	QLTV01002492.1	1536649	1537583	934
QLTV01002492.1:2186181-2187123	QLTV01002492.1	2186181	2187123	942
QLTV01002492.1:2186199-2187123	QLTV01002492.1	2186199	2187123	924
QLTV01002494.1:175513-176496	QLTV01002494.1	175513	176496	983
QLTV01002530.1:1246868-1247813	QLTV01002530.1	1246868	1247813	945
QLTV01002530.1:1246868-1247852	QLTV01002530.1	1246868	1247852	984
QLTV01002530.1:3848134-3849053	QLTV01002530.1	3848134	3849053	919
QLTV01002530.1:3924623-3925561	QLTV01002530.1	3924623	3925561	938
QLTV01002530.1:4037005-4037963	QLTV01002530.1	4037005	4037963	958
QLTV01002530.1:4518902-4519887	QLTV01002530.1	4518902	4519887	985
QLTV01002534.1:667274-668183	QLTV01002534.1	667274	668183	909
QLTV01002534.1:2003010-2004005	QLTV01002534.1	2003010	2004005	995
QLTV01002537.1:523183-524087	QLTV01002537.1	523183	524087	904
QLTV01002537.1:523183-524147	QLTV01002537.1	523183	524147	964
QLTV01002537.1:573014-574008	QLTV01002537.1	573014	574008	994
QLTV01002537.1:2415680-2416604	QLTV01002537.1	2415680	2416604	924
QLTV01002538.1:34682-35590	QLTV01002538.1	34682	35590	908
QLTV01002544.1:75765-76730	QLTV01002544.1	75765	76730	965
QLTV01002544.1:1011361-1012268	QLTV01002544.1	1011361	1012268	907
QLTV01002545.1:429602-430598	QLTV01002545.1	429602	430598	996
QLTV01002551.1:886048-886996	QLTV01002551.1	886048	886996	948
QLTV01002551.1:916581-917528	QLTV01002551.1	916581	917528	947
QLTV01002552.1:724558-725557	QLTV01002552.1	724558	725557	999
QLTV01002553.1:626462-627365	QLTV01002553.1	626462	627365	903
QLTV01002554.1:705287-706252	QLTV01002554.1	705287	706252	965
QLTV01002555.1:484089-485083	QLTV01002555.1	484089	485083	994
QLTV01002555.1:692792-693717	QLTV01002555.1	692792	693717	925
QLTV01002557.1:500839-501767	QLTV01002557.1	500839	501767	928
QLTV01002558.1:166276-167267	QLTV01002558.1	166276	167267	991
QLTV01002567.1:161317-162262	QLTV01002567.1	161317	162262	945
QLTV01002567.1:1394125-1395082	QLTV01002567.1	1394125	1395082	957
QLTV01002567.1:3229305-3230223	QLTV01002567.1	3229305	3230223	918
QLTV01002576.1:43647-44602	QLTV01002576.1	43647	44602	955
QLTV01002580.1:1155586-1156541	QLTV01002580.1	1155586	1156541	955
QLTV01002580.1:1176192-1177127	QLTV01002580.1	1176192	1177127	935
QLTV01002580.1:1301341-1302319	QLTV01002580.1	1301341	1302319	978
QLTV01002580.1:2380843-2381778	QLTV01002580.1	2380843	2381778	935
QLTV01002580.1:2380843-2381806	QLTV01002580.1	2380843	2381806	963
QLTV01002584.1:267626-268537	QLTV01002584.1	267626	268537	911
QLTV01002619.1:177396-178355	QLTV01002619.1	177396	178355	959
QLTV01002664.1:806935-807923	QLTV01002664.1	806935	807923	988
QLTV01002664.1:3914182-3915156	QLTV01002664.1	3914182	3915156	974
QLTV01002666.1:341414-342338	QLTV01002666.1	341414	342338	924
QLTV01002667.1:9463-10422	QLTV01002667.1	9463	10422	959
QLTV01002669.1:484455-485415	QLTV01002669.1	484455	485415	960
QLTV01002670.1:498329-499257	QLTV01002670.1	498329	499257	928
QLTV01002673.1:83141-84085	QLTV01002673.1	83141	84085	944
QLTV01002673.1:340052-340977	QLTV01002673.1	340052	340977	925
QLTV01002677.1:2568062-2569013	QLTV01002677.1	2568062	2569013	951
QLTV01002678.1:239966-240919	QLTV01002678.1	239966	240919	953
QLTV01002680.1:1226828-1227825	QLTV01002680.1	1226828	1227825	997
QLTV01002680.1:1376133-1377068	QLTV01002680.1	1376133	1377068	935
QLTV01002680.1:1523174-1524129	QLTV01002680.1	1523174	1524129	955
QLTV01002691.1:853242-854203	QLTV01002691.1	853242	854203	961
QLTV01002691.1:2343073-2344047	QLTV01002691.1	2343073	2344047	974
QLTV01002691.1:2665633-2666566	QLTV01002691.1	2665633	2666566	933
QLTV01002693.1:1933158-1934073	QLTV01002693.1	1933158	1934073	915
QLTV01002693.1:3403770-3404736	QLTV01002693.1	3403770	3404736	966
QLTV01002693.1:3632946-3633864	QLTV01002693.1	3632946	3633864	918
QLTV01002694.1:1245944-1246894	QLTV01002694.1	1245944	1246894	950
QLTV01002694.1:2175694-2176652	QLTV01002694.1	2175694	2176652	958
QLTV01002694.1:2560030-2560981	QLTV01002694.1	2560030	2560981	951
QLTV01002694.1:4461932-4462902	QLTV01002694.1	4461932	4462902	970
QLTV01002695.1:290878-291796	QLTV01002695.1	290878	291796	918
QLTV01002698.1:1671930-1672881	QLTV01002698.1	1671930	1672881	951
QLTV01002702.1:4135720-4136626	QLTV01002702.1	4135720	4136626	906
QLTV01002702.1:5721237-5722231	QLTV01002702.1	5721237	5722231	994
QLTV01002702.1:6980732-6981713	QLTV01002702.1	6980732	6981713	981
QLTV01002713.1:63442-64400	QLTV01002713.1	63442	64400	958
QLTV01002716.1:312472-313427	QLTV01002716.1	312472	313427	955
QLTV01002718.1:222777-223774	QLTV01002718.1	222777	223774	997
QLTV01002718.1:229914-230864	QLTV01002718.1	229914	230864	950
QLTV01002718.1:2336898-2337817	QLTV01002718.1	2336898	2337817	919
QLTV01002718.1:3423701-3424624	QLTV01002718.1	3423701	3424624	923
QLTV01002718.1:4018807-4019754	QLTV01002718.1	4018807	4019754	947
QLTV01002719.1:131043-131944	QLTV01002719.1	131043	131944	901
QLTV01002719.1:1878242-1879193	QLTV01002719.1	1878242	1879193	951
QLTV01002719.1:1983898-1984868	QLTV01002719.1	1983898	1984868	970
QLTV01002818.1:84050-84989	QLTV01002818.1	84050	84989	939
QLTV01002819.1:198374-199275	QLTV01002819.1	198374	199275	901
QLTV01002824.1:32613-33556	QLTV01002824.1	32613	33556	943
QLTV01002824.1:422772-423748	QLTV01002824.1	422772	423748	976
QLTV01002824.1:1113955-1114879	QLTV01002824.1	1113955	1114879	924
QLTV01002824.1:1137777-1138734	QLTV01002824.1	1137777	1138734	957
QLTV01002827.1:75782-76746	QLTV01002827.1	75782	76746	964
QLTV01002827.1:106879-107823	QLTV01002827.1	106879	107823	944
QLTV01002833.1:356069-357029	QLTV01002833.1	356069	357029	960
QLTV01002835.1:1366979-1367951	QLTV01002835.1	1366979	1367951	972
QLTV01002835.1:1695621-1696601	QLTV01002835.1	1695621	1696601	980
QLTV01002835.1:2041533-2042514	QLTV01002835.1	2041533	2042514	981
QLTV01002839.1:22090-23023	QLTV01002839.1	22090	23023	933
QLTV01002840.1:277428-278369	QLTV01002840.1	277428	278369	941
QLTV01002840.1:795451-796399	QLTV01002840.1	795451	796399	948
QLTV01002840.1:1276333-1277300	QLTV01002840.1	1276333	1277300	967
QLTV01002840.1:1682690-1683637	QLTV01002840.1	1682690	1683637	947
QLTV01002840.1:2546579-2547539	QLTV01002840.1	2546579	2547539	960
QLTV01002845.1:1095273-1096219	QLTV01002845.1	1095273	1096219	946
QLTV01002845.1:2107424-2108414	QLTV01002845.1	2107424	2108414	990
QLTV01002845.1:2302780-2303722	QLTV01002845.1	2302780	2303722	942
QLTV01002845.1:2471374-2472282	QLTV01002845.1	2471374	2472282	908
QLTV01002845.1:3972073-3973070	QLTV01002845.1	3972073	3973070	997
QLTV01002845.1:4905855-4906796	QLTV01002845.1	4905855	4906796	941
QLTV01002850.1:2002717-2003618	QLTV01002850.1	2002717	2003618	901
QLTV01002853.1:455082-456002	QLTV01002853.1	455082	456002	920
QLTV01002863.1:133352-134323	QLTV01002863.1	133352	134323	971
QLTV01002867.1:802093-803078	QLTV01002867.1	802093	803078	985
QLTV01002867.1:1650931-1651875	QLTV01002867.1	1650931	1651875	944
QLTV01002867.1:1831135-1832041	QLTV01002867.1	1831135	1832041	906
QLTV01002867.1:1836881-1837810	QLTV01002867.1	1836881	1837810	929
QLTV01002878.1:249609-250593	QLTV01002878.1	249609	250593	984
QLTV01002878.1:389516-390420	QLTV01002878.1	389516	390420	904
QLTV01002922.1:60796-61697	QLTV01002922.1	60796	61697	901
QLTV01002925.1:724207-725168	QLTV01002925.1	724207	725168	961
QLTV01002925.1:1621165-1622109	QLTV01002925.1	1621165	1622109	944
QLTV01002925.1:3361327-3362246	QLTV01002925.1	3361327	3362246	919
QLTV01002925.1:3933505-3934429	QLTV01002925.1	3933505	3934429	924
QLTV01002927.1:140628-141615	QLTV01002927.1	140628	141615	987
QLTV01002927.1:987112-988072	QLTV01002927.1	987112	988072	960
QLTV01002931.1:211368-212330	QLTV01002931.1	211368	212330	962
QLTV01002938.1:256778-257776	QLTV01002938.1	256778	257776	998
QLTV01002938.1:301936-302881	QLTV01002938.1	301936	302881	945
QLTV01002938.1:1286591-1287511	QLTV01002938.1	1286591	1287511	920
QLTV01002943.1:769410-770366	QLTV01002943.1	769410	770366	956
QLTV01002944.1:239980-240934	QLTV01002944.1	239980	240934	954
QLTV01002945.1:178430-179340	QLTV01002945.1	178430	179340	910
QLTV01002951.1:8542-9464	QLTV01002951.1	8542	9464	922
QLTV01002952.1:65626-66564	QLTV01002952.1	65626	66564	938
QLTV01002955.1:160839-161835	QLTV01002955.1	160839	161835	996
QLTV01002955.1:245226-246176	QLTV01002955.1	245226	246176	950
QLTV01002959.1:150726-151717	QLTV01002959.1	150726	151717	991
QLTV01002973.1:550909-551896	QLTV01002973.1	550909	551896	987
QLTV01002974.1:31170-32156	QLTV01002974.1	31170	32156	986
QLTV01002974.1:43609-44600	QLTV01002974.1	43609	44600	991
QLTV01002975.1:2636707-2637690	QLTV01002975.1	2636707	2637690	983
QLTV01002975.1:3441227-3442135	QLTV01002975.1	3441227	3442135	908
QLTV01002975.1:4123447-4124433	QLTV01002975.1	4123447	4124433	986
QLTV01002982.1:185703-186604	QLTV01002982.1	185703	186604	901
QLTV01003012.1:41788-42711	QLTV01003012.1	41788	42711	923
QLTV01003012.1:52138-53070	QLTV01003012.1	52138	53070	932
QLTV01003047.1:1516003-1516983	QLTV01003047.1	1516003	1516983	980
QLTV01003047.1:2474891-2475885	QLTV01003047.1	2474891	2475885	994
QLTV01003095.1:618815-619726	QLTV01003095.1	618815	619726	911
QLTV01003095.1:836050-836986	QLTV01003095.1	836050	836986	936
QLTV01003095.1:1118115-1119031	QLTV01003095.1	1118115	1119031	916
QLTV01003097.1:734567-735562	QLTV01003097.1	734567	735562	995
QLTV01003097.1:2009040-2010002	QLTV01003097.1	2009040	2010002	962
QLTV01003100.1:729218-730146	QLTV01003100.1	729218	730146	928
QLTV01003100.1:729218-730193	QLTV01003100.1	729218	730193	975
QLTV01003100.1:730793-731695	QLTV01003100.1	730793	731695	902
QLTV01003100.1:730793-731722	QLTV01003100.1	730793	731722	929
QLTV01003100.1:730793-731749	QLTV01003100.1	730793	731749	956
QLTV01003100.1:730793-731776	QLTV01003100.1	730793	731776	983
QLTV01003103.1:785908-786843	QLTV01003103.1	785908	786843	935
QLTV01003103.1:785908-786872	QLTV01003103.1	785908	786872	964
QLTV01003103.1:2232160-2233156	QLTV01003103.1	2232160	2233156	996
QLTV01003104.1:814750-815672	QLTV01003104.1	814750	815672	922
QLTV01003107.1:1443084-1443990	QLTV01003107.1	1443084	1443990	906
QLTV01003107.1:1443084-1444039	QLTV01003107.1	1443084	1444039	955
QLTV01003108.1:1021644-1022616	QLTV01003108.1	1021644	1022616	972
QLTV01003108.1:2535446-2536436	QLTV01003108.1	2535446	2536436	990
QLTV01003108.1:3158621-3159547	QLTV01003108.1	3158621	3159547	926
QLTV01003108.1:3335346-3336270	QLTV01003108.1	3335346	3336270	924
QLTV01003108.1:3335346-3336290	QLTV01003108.1	3335346	3336290	944
QLTV01003111.1:32676-33673	QLTV01003111.1	32676	33673	997
QLTV01003111.1:128974-129899	QLTV01003111.1	128974	129899	925
QLTV01003111.1:388910-389868	QLTV01003111.1	388910	389868	958
QLTV01003112.1:590182-591154	QLTV01003112.1	590182	591154	972
QLTV01003121.1:1326288-1327195	QLTV01003121.1	1326288	1327195	907
QLTV01003123.1:1101521-1102462	QLTV01003123.1	1101521	1102462	941
QLTV01003123.1:1459484-1460434	QLTV01003123.1	1459484	1460434	950
QLTV01003124.1:769450-770367	QLTV01003124.1	769450	770367	917
QLTV01003124.1:2301378-2302299	QLTV01003124.1	2301378	2302299	921
QLTV01003127.1:47335-48289	QLTV01003127.1	47335	48289	954
QLTV01003127.1:47335-48311	QLTV01003127.1	47335	48311	976
QLTV01003127.1:135121-136047	QLTV01003127.1	135121	136047	926
QLTV01003127.1:281894-282812	QLTV01003127.1	281894	282812	918
QLTV01003131.1:521572-522471	QLTV01003131.1	521572	522471	899
QLTV01003131.1:650663-651632	QLTV01003131.1	650663	651632	969
QLTV01003131.1:1468615-1469547	QLTV01003131.1	1468615	1469547	932
QLTV01003131.1:1468615-1469582	QLTV01003131.1	1468615	1469582	967
QLTV01003131.1:1468615-1469614	QLTV01003131.1	1468615	1469614	999
QLTV01003132.1:624182-625098	QLTV01003132.1	624182	625098	916
QLTV01003134.1:270198-271121	QLTV01003134.1	270198	271121	923
QLTV01003137.1:835422-836369	QLTV01003137.1	835422	836369	947
QLTV01003141.1:74637-75591	QLTV01003141.1	74637	75591	954
QLTV01003142.1:550346-551285	QLTV01003142.1	550346	551285	939
QLTV01003186.1:1633920-1634875	QLTV01003186.1	1633920	1634875	955
QLTV01003186.1:2507355-2508339	QLTV01003186.1	2507355	2508339	984
QLTV01003186.1:3003971-3004870	QLTV01003186.1	3003971	3004870	899
QLTV01003186.1:3134417-3135414	QLTV01003186.1	3134417	3135414	997
QLTV01003186.1:3268763-3269675	QLTV01003186.1	3268763	3269675	912
QLTV01003186.1:3799937-3800850	QLTV01003186.1	3799937	3800850	913
QLTV01003186.1:4429175-4430137	QLTV01003186.1	4429175	4430137	962
QLTV01003253.1:547758-548738	QLTV01003253.1	547758	548738	980
QLTV01003253.1:2042178-2043093	QLTV01003253.1	2042178	2043093	915
QLTV01003253.1:2221070-2222021	QLTV01003253.1	2221070	2222021	951
QLTV01003253.1:3025879-3026867	QLTV01003253.1	3025879	3026867	988
QLTV01003253.1:4083489-4084416	QLTV01003253.1	4083489	4084416	927
QLTV01003254.1:226734-227663	QLTV01003254.1	226734	227663	929
QLTV01003257.1:227447-228437	QLTV01003257.1	227447	228437	990
QLTV01003258.1:370935-371884	QLTV01003258.1	370935	371884	949
QLTV01003259.1:223208-224197	QLTV01003259.1	223208	224197	989
QLTV01003259.1:406960-407867	QLTV01003259.1	406960	407867	907
QLTV01003259.1:406960-407914	QLTV01003259.1	406960	407914	954
QLTV01003259.1:1507805-1508798	QLTV01003259.1	1507805	1508798	993
QLTV01003262.1:90972-91929	QLTV01003262.1	90972	91929	957
QLTV01003264.1:128077-129043	QLTV01003264.1	128077	129043	966
QLTV01003266.1:226689-227589	QLTV01003266.1	226689	227589	900
QLTV01003270.1:317459-318451	QLTV01003270.1	317459	318451	992
QLTV01003270.1:332136-333104	QLTV01003270.1	332136	333104	968
QLTV01003277.1:37217-38138	QLTV01003277.1	37217	38138	921
QLTV01003279.1:383472-384410	QLTV01003279.1	383472	384410	938
QLTV01003279.1:739039-740026	QLTV01003279.1	739039	740026	987
QLTV01003279.1:759866-760829	QLTV01003279.1	759866	760829	963
QLTV01003279.1:1592643-1593611	QLTV01003279.1	1592643	1593611	968
QLTV01003281.1:518999-519935	QLTV01003281.1	518999	519935	936
QLTV01003281.1:3158509-3159460	QLTV01003281.1	3158509	3159460	951
QLTV01003284.1:1874080-1875001	QLTV01003284.1	1874080	1875001	921
QLTV01003284.1:2208971-2209942	QLTV01003284.1	2208971	2209942	971
QLTV01003285.1:706407-707338	QLTV01003285.1	706407	707338	931
QLTV01003286.1:354272-355256	QLTV01003286.1	354272	355256	984
QLTV01003286.1:578295-579259	QLTV01003286.1	578295	579259	964
QLTV01003286.1:1226122-1227051	QLTV01003286.1	1226122	1227051	929
QLTV01003291.1:37349-38280	QLTV01003291.1	37349	38280	931
QLTV01003294.1:998706-999625	QLTV01003294.1	998706	999625	919
QLTV01003294.1:2162286-2163228	QLTV01003294.1	2162286	2163228	942
QLTV01003294.1:2545867-2546801	QLTV01003294.1	2545867	2546801	934
QLTV01003298.1:934858-935805	QLTV01003298.1	934858	935805	947
QLTV01003300.1:197788-198762	QLTV01003300.1	197788	198762	974
