"gseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"micrurus_fulvius_uce-2699","JTLQ01252309",97.183,213,5,1,1,213,2752,2963,1.69e-97,359
"micrurus_fulvius_uce-27","JTLQ01108728",99.548,221,1,0,1,221,15048,14828,8.04e-111,403
"micrurus_fulvius_uce-2701","JTLQ01419092",100,152,0,0,1,152,6983,6832,2.53e-74,281
"micrurus_fulvius_uce-2703","JTLQ01016022",97.727,220,5,0,1,220,1673,1454,1.35e-103,379
"micrurus_fulvius_uce-2708","JTLQ01327368",96.983,232,2,1,15,241,1393,1162,3.19e-105,385
"micrurus_fulvius_uce-2710","JTLQ01225564",99.371,159,1,0,1,159,162,4,2.37e-76,289
"micrurus_fulvius_uce-2713","JTLQ01190940",93.827,243,13,1,1,241,1344,1586,4.16e-99,364
"micrurus_fulvius_uce-2714","JTLQ01069687",98.172,383,6,1,1,383,2295,2676,0,667
"micrurus_fulvius_uce-2716","JTLQ01331456",96.491,228,8,0,1,228,2174,2401,5.05e-103,377
"micrurus_fulvius_uce-2718","JTLQ01426670",100,144,0,0,1,144,617,760,6.63e-70,267
"micrurus_fulvius_uce-2729","JTLQ01016767",94.286,245,9,5,1,240,6287,6043,8.9e-101,370
"micrurus_fulvius_uce-2731","JTLQ01109077",96.266,482,16,2,1,480,9684,9203,0,789
"micrurus_fulvius_uce-2732","JTLQ01309270",97.239,326,8,1,1,326,3535,3211,4.16e-155,551
"micrurus_fulvius_uce-2733","JTLQ01063516",94.035,285,12,2,1,280,9210,9494,6.19e-118,427
"micrurus_fulvius_uce-2734","JTLQ01342758",92.739,303,18,3,14,314,8500,8800,4.2e-120,435
"micrurus_fulvius_uce-2735","JTLQ01159801",99.663,297,1,0,1,297,19419,19123,6.29e-153,544
"micrurus_fulvius_uce-2739","JTLQ01092781",99.569,232,1,0,1,232,992,1223,6.52e-117,424
"micrurus_fulvius_uce-2742","JTLQ01445346",98.997,299,2,1,1,299,3361,3064,3.81e-150,534
"micrurus_fulvius_uce-2745","JTLQ01880337",97.965,344,7,0,1,344,1593,1250,5.59e-169,597
"micrurus_fulvius_uce-2746","JTLQ01382003",98.824,340,4,0,1,340,2691,2352,9.17e-172,606
"micrurus_fulvius_uce-2754","JTLQ01041269",99.197,249,2,0,1,249,1857,1609,1.16e-124,449
"micrurus_fulvius_uce-2755","JTLQ01048728",99.485,194,0,1,1,194,8875,9067,2.54e-95,351
"micrurus_fulvius_uce-2757","JTLQ01192144",99.487,195,1,0,1,195,16305,16111,2e-96,355
"micrurus_fulvius_uce-2758","JTLQ01194241",98.278,697,12,0,1,697,11708,12404,0,1221
"micrurus_fulvius_uce-276","JTLQ01361140",96.429,224,7,1,1,223,1380,1603,4.59e-100,368
"micrurus_fulvius_uce-2767","JTLQ01121994",99.272,412,2,1,1,412,19521,19931,0,743
"micrurus_fulvius_uce-2768","JTLQ01017367",98.538,342,3,1,1,340,13930,14271,1.19e-170,603
"micrurus_fulvius_uce-2769","JTLQ01825182",96.759,216,6,1,1,215,269,484,1.71e-97,359
"micrurus_fulvius_uce-277","JTLQ01877674",97.489,438,11,0,1,438,802,365,0,749
"micrurus_fulvius_uce-2770","JTLQ01342438",98.462,325,3,1,1,325,1023,1345,3.18e-161,571
"micrurus_fulvius_uce-2771","JTLQ01053922",98.653,297,3,1,1,297,4880,4585,2.28e-147,525
"micrurus_fulvius_uce-2772","JTLQ01073292",98.929,280,3,0,1,280,7766,8045,3.61e-140,501
"micrurus_fulvius_uce-2773","JTLQ01029281",98.636,220,3,0,1,220,2368,2149,6.22e-107,390
"micrurus_fulvius_uce-2774","JTLQ01051124",97.59,332,6,2,1,330,5671,5340,4.19e-160,568
"micrurus_fulvius_uce-2775","JTLQ01158743",95.666,323,13,1,2,324,2965,2644,4.19e-145,518
"micrurus_fulvius_uce-2778","JTLQ01006873",100,137,0,0,1,137,660,796,4.9e-66,254
"micrurus_fulvius_uce-278","JTLQ01172351",97.605,334,7,1,4,337,9830,9498,3.31e-161,571
"micrurus_fulvius_uce-2780","JTLQ01171470",98.828,256,3,0,2,257,5541,5286,7.17e-127,457
"micrurus_fulvius_uce-2782","JTLQ01248114",98.082,417,7,1,1,417,4214,3799,0,725
"micrurus_fulvius_uce-2784","JTLQ01881018",97.643,297,7,0,1,297,1496,1200,6.38e-143,510
"micrurus_fulvius_uce-2785","JTLQ01113994",98.742,159,2,0,1,159,1106,948,7.43e-75,283
"micrurus_fulvius_uce-2788","JTLQ01055002",97.442,391,10,0,2,392,2692,2302,0,667
"micrurus_fulvius_uce-279","JTLQ01133882",98.765,324,3,1,1,323,10148,9825,2.45e-162,575
"micrurus_fulvius_uce-2790","JTLQ01281188",98.997,399,4,0,1,399,2088,1690,0,715
"micrurus_fulvius_uce-2795","JTLQ01347188",99.34,303,2,0,1,303,931,629,1.39e-154,549
"micrurus_fulvius_uce-2796","JTLQ01064233",97.927,386,8,0,1,386,10269,10654,0,669
"micrurus_fulvius_uce-2797","JTLQ01264090",99.074,108,1,0,6,113,4024,4131,2.36e-48,195
"micrurus_fulvius_uce-280","JTLQ01137360",95.801,381,10,5,1,379,9215,9591,7.98e-173,610
"micrurus_fulvius_uce-2801","JTLQ01093332",95,120,1,3,1,115,16642,16523,5.23e-45,183
"micrurus_fulvius_uce-2802","JTLQ01247566",97.009,234,6,1,1,233,1321,1088,1.85e-107,392
"micrurus_fulvius_uce-2803","JTLQ01171333",98.742,318,4,0,1,318,4382,4699,1.45e-159,566
"micrurus_fulvius_uce-2809","JTLQ01204112",98.188,276,4,1,1,275,39393,39668,4.59e-134,481
"micrurus_fulvius_uce-2810","JTLQ01207077",99.726,365,1,0,1,365,2654,2290,0,669
"micrurus_fulvius_uce-2811","JTLQ01195054",99.471,189,1,0,3,191,15181,15369,4.18e-93,344
"micrurus_fulvius_uce-2812","JTLQ01206093",98.491,265,4,0,1,265,3464,3728,3.43e-130,468
"micrurus_fulvius_uce-2814","JTLQ01852906",94.118,187,9,2,1,185,309,495,8.9e-75,283
"micrurus_fulvius_uce-2817","JTLQ01054508",96.117,309,12,0,1,309,1176,868,3.1e-141,505
"micrurus_fulvius_uce-2818","JTLQ01424762",98.881,268,3,0,1,268,12556,12289,1.6e-133,479
"micrurus_fulvius_uce-2828","JTLQ01300291",97.196,214,6,0,1,214,3073,3286,1.31e-98,363
"micrurus_fulvius_uce-2831","JTLQ01304536",96.591,352,12,0,1,352,4044,4395,4.46e-165,584
"micrurus_fulvius_uce-2835","JTLQ01415929",96.02,201,7,1,1,200,1266,1066,1.6e-87,326
"micrurus_fulvius_uce-2841","JTLQ01102734",99.525,421,1,1,1,420,4409,3989,0,765
"micrurus_fulvius_uce-2843","JTLQ01287801",97.738,221,5,0,1,221,1865,2085,3.77e-104,381
"micrurus_fulvius_uce-2844","JTLQ01269672",98.087,366,7,0,1,366,2309,1944,0,638
"micrurus_fulvius_uce-2846","JTLQ01228663",100,93,0,0,1,93,9335,9427,1.07e-41,172
"micrurus_fulvius_uce-2847","JTLQ01453523",98.125,320,5,1,2,320,183,502,8.77e-157,556
"micrurus_fulvius_uce-2849","JTLQ01104820",99.252,401,3,0,1,401,28555,28955,0,725
"micrurus_fulvius_uce-285","JTLQ01318426",96.891,386,9,1,1,383,8866,8481,0,643
"micrurus_fulvius_uce-2851","JTLQ01288178",100,347,0,0,1,347,1928,1582,0,641
"micrurus_fulvius_uce-2853","JTLQ01065630",99.63,270,1,0,1,270,2742,3011,5.78e-138,494
"micrurus_fulvius_uce-2857","JTLQ01026252",97.922,385,6,1,1,383,2694,2310,0,665
"micrurus_fulvius_uce-2858","JTLQ01225829",99.474,380,2,0,1,380,837,458,0,691
"micrurus_fulvius_uce-286","JTLQ01100719",98.958,288,2,1,1,287,8650,8937,4.75e-144,514
"micrurus_fulvius_uce-2861","JTLQ01441461",99.088,329,3,0,1,329,1378,1050,2.48e-167,592
"micrurus_fulvius_uce-2865","JTLQ01156758",99.44,357,2,0,1,357,14497,14141,0,649
"micrurus_fulvius_uce-2866","JTLQ01152031",99.441,358,1,1,1,357,5998,6355,0,649
"micrurus_fulvius_uce-2869","JTLQ01249921",99.487,195,1,0,10,204,11154,10960,2.14e-96,355
"micrurus_fulvius_uce-287","JTLQ01252959",95.455,286,6,6,1,279,2518,2233,1.32e-124,449
"micrurus_fulvius_uce-2874","JTLQ01415144",99.786,468,1,0,1,468,4282,4749,0,859
"micrurus_fulvius_uce-2875","JTLQ01457364",96.985,199,6,0,1,199,542,344,2.64e-90,335
"micrurus_fulvius_uce-2877","JTLQ01115274",98.371,307,3,2,1,307,10040,9736,3.03e-151,538
"micrurus_fulvius_uce-2878","JTLQ01267201",100,261,0,0,1,261,3939,4199,1.2e-134,483
"micrurus_fulvius_uce-2879","JTLQ01202235",97.428,311,6,2,1,309,11077,11387,1.84e-148,529
"micrurus_fulvius_uce-288","JTLQ01222682",98.897,272,3,0,3,274,6279,6550,9.83e-136,486
"micrurus_fulvius_uce-2882","JTLQ01340133",97.842,139,2,1,1,139,1724,1861,1.38e-61,239
"micrurus_fulvius_uce-2886","JTLQ01021383",90.855,339,12,1,1,320,3139,3477,1.19e-120,436
"micrurus_fulvius_uce-2887","JTLQ01096095",97.172,389,10,1,1,388,7538,7150,0,656
"micrurus_fulvius_uce-2890","JTLQ01192408",96.234,239,2,3,1,239,7823,8054,3.16e-105,385
"micrurus_fulvius_uce-2892","JTLQ01369139",98.619,362,5,0,1,362,3502,3863,0,641
"micrurus_fulvius_uce-2893","JTLQ01155077",99.653,288,1,0,1,288,7084,7371,6.12e-148,527
"micrurus_fulvius_uce-2895","JTLQ01179883",94.845,291,8,2,3,293,4877,4594,5e-124,448
"micrurus_fulvius_uce-2897","JTLQ01059461",99.322,295,2,0,1,295,11727,12021,3.76e-150,534
"micrurus_fulvius_uce-2899","JTLQ01092796",98.045,358,7,0,1,358,1120,763,9.69e-177,623
"micrurus_fulvius_uce-2901","JTLQ01001009",98.71,310,4,0,3,312,10510,10201,3.97e-155,551
"micrurus_fulvius_uce-2903","JTLQ01083891",99.674,307,1,0,2,308,1731,1425,1.81e-158,562
"micrurus_fulvius_uce-2905","JTLQ01091450",98.977,391,4,0,1,391,17293,16903,0,701
"micrurus_fulvius_uce-2907","JTLQ01133825",99.39,328,2,0,1,328,4392,4065,1.92e-168,595
"micrurus_fulvius_uce-2908","JTLQ01022246",97.619,210,4,1,1,209,8610,8819,1.66e-97,359
"micrurus_fulvius_uce-2909","JTLQ01075318",99.74,384,1,0,1,384,3722,4105,0,704
"micrurus_fulvius_uce-291","JTLQ01130287",98.406,251,4,0,1,251,5383,5133,1.96e-122,442
"micrurus_fulvius_uce-2911","JTLQ01003505",99.291,282,2,0,1,282,16360,16079,6.02e-143,510
"micrurus_fulvius_uce-2915","JTLQ01250727",99.451,364,1,1,1,364,30752,30390,0,660
"micrurus_fulvius_uce-2917","JTLQ01377429",93.569,311,15,2,1,310,4920,5226,2.46e-127,459
"micrurus_fulvius_uce-292","JTLQ01107325",99.34,303,2,0,1,303,6877,7179,1.38e-154,549
"micrurus_fulvius_uce-2921","JTLQ01195601",95.935,246,10,0,1,246,5943,6188,1.17e-109,399
"micrurus_fulvius_uce-2923","JTLQ01237469",98.043,460,9,0,1,460,1538,1079,0,800
"micrurus_fulvius_uce-2924","JTLQ01443523",98.387,248,4,0,1,248,765,1012,8.98e-121,436
"micrurus_fulvius_uce-2925","JTLQ01261588",99.535,215,1,0,3,217,687,901,1.7e-107,392
"micrurus_fulvius_uce-2928","JTLQ01276356",95.69,116,5,0,2,117,205,320,4.09e-46,187
"micrurus_fulvius_uce-2930","JTLQ01076981",98.75,160,2,0,2,161,2158,2317,2.1e-75,285
"micrurus_fulvius_uce-2933","JTLQ01226064",97.093,172,5,0,1,172,869,1040,7.73e-77,291
"micrurus_fulvius_uce-2937","JTLQ01174168",94.561,239,12,1,1,238,3273,3035,3.17e-100,368
"micrurus_fulvius_uce-2938","JTLQ01031010",97.647,170,4,0,1,170,1476,1307,1.34e-77,292
"micrurus_fulvius_uce-2939","JTLQ01091448",99.64,278,1,0,1,278,10000,10277,2.13e-142,508
"micrurus_fulvius_uce-294","JTLQ01341530",96.907,388,4,3,1,383,9134,9518,0,643
"micrurus_fulvius_uce-2940","JTLQ01066579",99.495,396,1,1,19,414,8069,7675,0,719
"micrurus_fulvius_uce-2941","JTLQ01234385",99.072,431,4,0,1,431,3368,2938,0,774
"micrurus_fulvius_uce-2943","JTLQ01253345",99.13,230,2,0,1,230,6279,6508,3.88e-114,414
"micrurus_fulvius_uce-2952","JTLQ01351696",96.46,226,8,0,1,226,8639,8414,6.46e-102,374
"micrurus_fulvius_uce-2954","JTLQ01003580",94.34,424,19,3,1,420,1495,1917,0,645
"micrurus_fulvius_uce-2958","JTLQ01006870",97.794,408,5,3,1,405,19212,19618,0,701
"micrurus_fulvius_uce-2959","JTLQ01198659",99.324,148,1,0,1,148,16378,16525,1.91e-70,268
"micrurus_fulvius_uce-2960","JTLQ01056695",96.711,152,5,0,1,152,9019,8868,7.46e-66,254
"micrurus_fulvius_uce-2963","JTLQ01185637",94.444,144,7,1,1,144,1379,1237,5.24e-56,220
"micrurus_fulvius_uce-2964","JTLQ01840114",100,199,0,0,1,199,312,114,2.63e-100,368
"micrurus_fulvius_uce-2965","JTLQ01007573",96.507,229,5,1,1,226,4604,4832,1.8e-102,375
"micrurus_fulvius_uce-2968","JTLQ01122616",97.546,163,0,2,1,161,1503,1663,1.35e-72,276
"micrurus_fulvius_uce-297","JTLQ01247225",98.627,510,5,2,1,510,937,1444,0,902
"micrurus_fulvius_uce-2970","JTLQ01090806",98.551,207,3,0,2,208,387,593,9.84e-100,366
"micrurus_fulvius_uce-2971","JTLQ01237979",95.42,131,6,0,2,132,1492,1362,1.02e-52,209
"micrurus_fulvius_uce-2973","JTLQ01172976",99.383,162,1,0,1,162,50625,50464,3.51e-78,294
"micrurus_fulvius_uce-2975","JTLQ01274650",98.471,327,5,0,1,327,161,487,6.94e-163,577
"micrurus_fulvius_uce-2978","JTLQ01293632",98.507,201,3,0,1,201,2497,2297,2.05e-96,355
"micrurus_fulvius_uce-298","JTLQ01131245",98.265,461,7,1,1,461,24343,24802,0,806
"micrurus_fulvius_uce-2980","JTLQ01108883",99.19,247,2,0,1,247,1661,1415,1.49e-123,446
"micrurus_fulvius_uce-2981","JTLQ01874802",94.393,321,14,1,3,323,595,279,9.11e-137,490
"micrurus_fulvius_uce-2987","JTLQ01193032",97.087,206,2,1,1,202,12538,12333,4.46e-93,344
"micrurus_fulvius_uce-299","JTLQ01339257",96.324,408,14,1,1,407,1775,2182,0,669
"micrurus_fulvius_uce-2991","JTLQ01189088",98.551,138,2,0,1,138,11020,10883,2.95e-63,244
"micrurus_fulvius_uce-300","JTLQ01186362",96.831,284,7,2,1,283,8795,9077,7.93e-132,473
"micrurus_fulvius_uce-3008","JTLQ01006570",99.413,511,3,0,1,511,51033,51543,0,928
"micrurus_fulvius_uce-301","JTLQ01078882",98.784,329,0,1,1,325,10015,9687,1.47e-164,582
"micrurus_fulvius_uce-3010","JTLQ01448931",98.452,323,3,2,1,321,7545,7223,4.44e-160,568
"micrurus_fulvius_uce-3013","JTLQ01067784",100,137,0,0,1,137,3406,3270,4.86e-66,254
"micrurus_fulvius_uce-3016","JTLQ01022372",98.276,174,3,0,1,174,3232,3405,1.77e-81,305
"micrurus_fulvius_uce-3018","JTLQ01231105",98.893,271,3,0,1,271,2635,2365,3.49e-135,484
"micrurus_fulvius_uce-3020","JTLQ01269354",97.527,283,7,0,12,294,45,327,3.82e-135,484
"micrurus_fulvius_uce-3025","JTLQ01420223",99.31,290,2,0,3,292,5564,5275,2.24e-147,525
"micrurus_fulvius_uce-3027","JTLQ01119165",98.182,495,6,3,1,493,2370,2863,0,861
"micrurus_fulvius_uce-3028","JTLQ01402197",97.79,181,4,0,1,181,13404,13224,1.11e-83,313
"micrurus_fulvius_uce-3030","JTLQ01008834",98.876,89,1,0,3,91,3081,2993,6.93e-38,159
"micrurus_fulvius_uce-3032","JTLQ01393957",98.312,474,8,0,1,474,2884,2411,0,832
"micrurus_fulvius_uce-3039","JTLQ01048136",96.364,165,5,1,1,165,4929,5092,6.05e-71,270
"micrurus_fulvius_uce-3043","JTLQ01080389",97.661,171,3,1,1,170,428,598,1.34e-77,292
"micrurus_fulvius_uce-3046","JTLQ01067434",99.679,312,1,0,1,312,36038,36349,3.05e-161,571
"micrurus_fulvius_uce-3049","JTLQ01185488",97.908,239,5,0,1,239,1867,2105,4.03e-114,414
"micrurus_fulvius_uce-3051","JTLQ01275135",98.23,226,4,0,1,226,4476,4251,1.38e-108,396
"micrurus_fulvius_uce-3053","JTLQ01084800",97.934,242,4,1,1,241,839,598,3.15e-115,418
"micrurus_fulvius_uce-3055","JTLQ01264049",99.381,323,2,0,1,323,9154,9476,1.13e-165,586
"micrurus_fulvius_uce-3058","JTLQ01083584",95.029,342,9,2,1,334,1416,1757,5.57e-149,531
"micrurus_fulvius_uce-3060","JTLQ01126126",98.649,444,6,0,1,444,9845,10288,0,787
"micrurus_fulvius_uce-3061","JTLQ01056098",97.643,297,7,0,1,297,8002,8298,6.38e-143,510
"micrurus_fulvius_uce-3062","JTLQ01133156",97.041,169,1,4,1,166,1605,1772,2.81e-74,281
"micrurus_fulvius_uce-3065","JTLQ01279918",98.652,371,4,1,1,371,4810,5179,0,656
"micrurus_fulvius_uce-3067","JTLQ01207271",97.049,305,7,2,1,304,2206,2509,1.82e-143,512
"micrurus_fulvius_uce-3068","JTLQ01097457",98.221,281,3,1,1,281,2957,3235,7.81e-137,490
"micrurus_fulvius_uce-3069","JTLQ01801159",89.726,292,18,3,1,281,116,406,2.3e-98,363
"micrurus_fulvius_uce-3070","JTLQ01424392",100,104,0,0,1,104,4043,4146,7.62e-48,193
"micrurus_fulvius_uce-3071","JTLQ01465887",92.744,317,21,1,1,315,1168,852,8.99e-127,457
"micrurus_fulvius_uce-3074","JTLQ01047320",96.978,364,10,1,1,363,6252,6615,7.61e-173,610
"micrurus_fulvius_uce-3077","JTLQ01038306",98.153,379,7,0,1,379,30223,30601,0,662
"micrurus_fulvius_uce-3078","JTLQ01310374",97.696,217,3,1,1,217,7088,7302,2.22e-101,372
"micrurus_fulvius_uce-3079","JTLQ01145419",99.634,273,1,0,1,273,17244,17516,1.26e-139,499
"micrurus_fulvius_uce-3082","JTLQ01038579",96.525,259,8,1,1,259,9073,9330,5.67e-118,427
"micrurus_fulvius_uce-3083","JTLQ01105000",99.672,305,1,0,1,305,4221,3917,2.32e-157,558
"micrurus_fulvius_uce-3084","JTLQ01041747",95.735,211,7,1,1,209,14195,14405,2.16e-91,339
"micrurus_fulvius_uce-3089","JTLQ01349892",96.757,185,6,0,1,185,1107,923,1.47e-82,309
"micrurus_fulvius_uce-3092","JTLQ01023411",96.942,327,9,1,1,326,5387,5061,5.39e-154,547
"micrurus_fulvius_uce-3095","JTLQ01442887",98.773,326,2,1,1,326,1153,830,1.91e-163,579
"micrurus_fulvius_uce-3096","JTLQ01103406",98.843,432,4,1,1,432,7505,7075,0,769
"micrurus_fulvius_uce-3097","JTLQ01014985",99.294,425,3,0,1,425,55068,54644,0,769
"micrurus_fulvius_uce-3099","JTLQ01307691",94.872,351,5,4,1,351,4294,4631,1.28e-150,536
"micrurus_fulvius_uce-3100","JTLQ01428998",97.035,371,8,3,1,368,1497,1127,3.57e-176,621
"micrurus_fulvius_uce-3101","JTLQ01153292",98.513,269,4,0,1,269,6548,6280,2.08e-132,475
"micrurus_fulvius_uce-3104","JTLQ01311755",95.139,144,5,2,1,143,972,830,1.12e-57,226
"micrurus_fulvius_uce-3106","JTLQ01006070",97.872,282,5,1,1,282,24053,23773,1.01e-135,486
"micrurus_fulvius_uce-3110","JTLQ01093314",99.171,362,3,0,1,362,12744,12383,0,652
"micrurus_fulvius_uce-3113","JTLQ01143204",100,171,0,0,1,171,876,1046,7.99e-85,316
"micrurus_fulvius_uce-3114","JTLQ01217748",99.73,371,1,0,1,371,2587,2957,0,680
"micrurus_fulvius_uce-3117","JTLQ01331303",98.246,228,3,1,4,231,2026,1800,3.93e-109,398
"micrurus_fulvius_uce-3121","JTLQ01876836",97.959,147,3,0,4,150,353,207,1.51e-66,255
"micrurus_fulvius_uce-3122","JTLQ01044350",96.522,345,7,3,1,341,14423,14080,1.56e-159,566
"micrurus_fulvius_uce-3126","JTLQ01016153",98.222,225,3,1,3,226,754,530,1.78e-107,392
"micrurus_fulvius_uce-3129","JTLQ01163849",98.698,461,6,0,1,461,8672,9132,0,819
"micrurus_fulvius_uce-3130","JTLQ01145913",94.558,147,8,0,1,147,2289,2435,3.21e-58,228
"micrurus_fulvius_uce-3131","JTLQ01030317",98.99,198,2,0,1,198,7447,7644,2.04e-96,355
"micrurus_fulvius_uce-3134","JTLQ01047259",100,209,0,0,1,209,4708,4500,7.59e-106,387
"micrurus_fulvius_uce-3135","JTLQ01880403",93.634,377,9,9,1,373,1422,1057,1.73e-154,549
"micrurus_fulvius_uce-3137","JTLQ01105994",98.66,373,5,0,1,373,1053,681,0,662
"micrurus_fulvius_uce-3139","JTLQ01314613",100,163,0,0,1,163,5722,5884,2.18e-80,302
"micrurus_fulvius_uce-314","JTLQ01868351",99.341,455,3,0,1,455,285,739,0,824
"micrurus_fulvius_uce-3141","JTLQ01466296",94.966,298,12,3,62,358,2262,1967,6.18e-129,464
"micrurus_fulvius_uce-3153","JTLQ01163633",94.872,117,5,1,12,128,17757,17642,2.13e-44,182
"micrurus_fulvius_uce-3156","JTLQ01283307",95.522,402,13,4,24,420,4831,5232,0,638
"micrurus_fulvius_uce-3159","JTLQ01022313",93.082,318,19,2,1,316,572,256,1.94e-128,462
"micrurus_fulvius_uce-3160","JTLQ01176323",100,276,0,0,1,276,13585,13310,5.88e-143,510
"micrurus_fulvius_uce-3161","JTLQ01317406",99.377,321,2,0,1,321,1388,1068,1.45e-164,582
"micrurus_fulvius_uce-3167","JTLQ01342642",97.71,262,5,1,10,270,962,1223,1.27e-124,449
"micrurus_fulvius_uce-3169","JTLQ01425248",94.937,237,7,4,1,232,2295,2531,1.11e-99,366
"micrurus_fulvius_uce-317","JTLQ01290778",98.095,210,4,0,1,210,248,457,1.25e-99,366
"micrurus_fulvius_uce-3170","JTLQ01146997",99.06,319,3,0,1,319,10617,10935,8.68e-162,573
"micrurus_fulvius_uce-3174","JTLQ01077991",98.238,227,3,1,2,227,698,924,1.39e-108,396
"micrurus_fulvius_uce-3177","JTLQ01088001",98.479,263,4,0,1,263,40376,40638,4.4e-129,464
"micrurus_fulvius_uce-3178","JTLQ01856684",93.077,390,19,4,1,388,476,93,6.46e-159,564
"micrurus_fulvius_uce-318","JTLQ01183495",100,308,0,0,1,308,738,431,1.08e-160,569
"micrurus_fulvius_uce-3180","JTLQ01293166",91.071,224,10,5,35,249,509,731,5.74e-78,294
"micrurus_fulvius_uce-3181","JTLQ01033774",98.03,203,4,0,2,204,4041,4243,7.49e-96,353
"micrurus_fulvius_uce-3185","JTLQ01149548",98.889,90,1,0,1,90,4519,4430,1.76e-38,161
"micrurus_fulvius_uce-3187","JTLQ01032986",98.881,268,3,0,1,268,6042,5775,1.6e-133,479
"micrurus_fulvius_uce-3188","JTLQ01340556",97.18,461,10,2,1,459,14769,14310,0,776
"micrurus_fulvius_uce-3191","JTLQ01211472",99.714,350,1,0,1,350,1244,1593,0,641
"micrurus_fulvius_uce-3193","JTLQ01106036",99.31,290,2,0,1,290,3681,3970,2.22e-147,525
"micrurus_fulvius_uce-3196","JTLQ01035343",96.842,380,7,4,1,377,13416,13039,6.09e-179,630
"micrurus_fulvius_uce-3199","JTLQ01182723",100,187,0,0,1,187,6114,5928,1.13e-93,346
"micrurus_fulvius_uce-320","JTLQ01060214",100,370,0,0,1,370,8499,8130,0,684
"micrurus_fulvius_uce-3200","JTLQ01164763",95.904,415,16,1,1,415,2255,2668,0,671
"micrurus_fulvius_uce-3202","JTLQ01105199",97.348,264,7,0,3,266,7196,7459,1.25e-124,449
"micrurus_fulvius_uce-3208","JTLQ01013008",99.373,319,1,1,1,319,3651,3334,6.71e-163,577
"micrurus_fulvius_uce-3212","JTLQ01132572",99.167,240,1,1,1,239,17261,17500,4.01e-119,431
"micrurus_fulvius_uce-3217","JTLQ01068492",99.048,210,2,0,1,210,11704,11495,4.59e-103,377
"micrurus_fulvius_uce-322","JTLQ01079771",99.505,202,1,0,77,278,3600,3399,3.78e-100,368
"micrurus_fulvius_uce-3223","JTLQ01246750",93.947,413,13,4,1,401,2302,1890,6.55e-174,614
"micrurus_fulvius_uce-3224","JTLQ01039847",98.645,369,3,2,1,367,2608,2240,0,652
"micrurus_fulvius_uce-3228","JTLQ01249027",93.355,301,12,3,1,301,8750,8458,3.1e-121,438
"micrurus_fulvius_uce-323","JTLQ01080009",100,119,0,0,1,119,2104,2222,4.12e-56,220
"micrurus_fulvius_uce-3233","JTLQ01015496",100,303,0,0,1,303,26116,26418,6.38e-158,560
"micrurus_fulvius_uce-3234","JTLQ01363679",95.225,377,17,1,1,376,1200,1576,2.27e-168,595
"micrurus_fulvius_uce-3235","JTLQ01291191",98.714,311,3,1,1,310,5652,5962,3.94e-155,551
"micrurus_fulvius_uce-3237","JTLQ01883428",96.96,329,10,0,1,329,1067,739,1.17e-155,553
"micrurus_fulvius_uce-3238","JTLQ01470231",98.643,442,5,1,1,441,1093,1534,0,782
"micrurus_fulvius_uce-3239","JTLQ01251147",97.674,258,5,1,1,258,8771,8515,2.02e-122,442
"micrurus_fulvius_uce-3244","JTLQ01861711",99.213,254,2,0,1,254,339,592,1.97e-127,459
"micrurus_fulvius_uce-3246","JTLQ01240242",94.915,177,7,2,1,176,1662,1837,1.4e-72,276
"micrurus_fulvius_uce-3248","JTLQ01131551",99.052,211,2,0,1,211,2290,2080,1.28e-103,379
"micrurus_fulvius_uce-325","JTLQ01090278",97.959,441,8,1,2,442,2306,2745,0,763
"micrurus_fulvius_uce-3250","JTLQ01014980",96.698,212,6,1,2,212,5676,5887,2.91e-95,351
"micrurus_fulvius_uce-3252","JTLQ01016503",98.295,352,6,0,1,352,641,992,4.4e-175,617
"micrurus_fulvius_uce-3258","JTLQ01189646",93.535,495,23,4,1,495,1386,901,0,728
"micrurus_fulvius_uce-3259","JTLQ01468526",93.96,149,8,1,1,148,1164,1016,4.19e-57,224
"micrurus_fulvius_uce-326","JTLQ01282282",100,615,0,0,1,615,1133,1747,0,1136
"micrurus_fulvius_uce-3260","JTLQ01190564",96.497,314,3,4,1,308,9324,9013,1.85e-143,512
"micrurus_fulvius_uce-3262","JTLQ01044419",98.947,475,4,1,1,474,1606,2080,0,848
"micrurus_fulvius_uce-3263","JTLQ01004471",98.066,362,3,1,1,362,25390,25033,7.54e-178,627
"micrurus_fulvius_uce-3265","JTLQ01871406",95.074,203,5,4,1,200,773,573,3.45e-84,315
"micrurus_fulvius_uce-3267","JTLQ01099913",96.735,245,8,0,1,245,4902,5146,1.93e-112,409
"micrurus_fulvius_uce-327","JTLQ01067569",99.355,310,2,0,1,310,2324,2633,1.82e-158,562
"micrurus_fulvius_uce-3276","JTLQ01269444",97.797,227,5,0,1,227,3974,3748,1.79e-107,392
"micrurus_fulvius_uce-3277","JTLQ01288528",99.371,477,3,0,1,477,9143,8667,0,865
"micrurus_fulvius_uce-3279","JTLQ01361216",99.057,212,2,0,1,212,35729,35940,3.59e-104,381
"micrurus_fulvius_uce-3280","JTLQ01042721",99.272,412,1,2,1,410,12886,13297,0,743
"micrurus_fulvius_uce-3282","JTLQ01244331",97.134,314,9,0,1,314,2810,3123,6.41e-149,531
